# File Name: TESTWORDS.txt
# File Size: 289282      
# File Date: 01/01/2026 19:36:17
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---English---Youngs-Literal-Translation	0	GROUP=0/0/0	eternity=3/0/3, eternal=2/1/1, forever=0/0/0, everlasting=1/1/0, evermore=0/0/0, and ever=4/0/4, for ever=76/0/76, always=49/0/49, immortal=0/0/0, age-during=174/65/109, age=537/125/412, ages=61/42/19, of old=63/0/63, world=202/12/190, worlds=0/0/0, long ago=3/0/3, universe=0/0/0, this life=2/0/2, earliest times=0/0/0, all the years=0/0/0, life without end=0/0/0, last days=4/1/3, present order=0/0/0, time to come=1/0/1, from the first=17/0/17, all times=23/0/23, the true=15/1/14, present life=0/0/0, order of the generations=0/0/0, last day=7/2/5, coming time=0/0/0, order of events=0/0/0, cares of life=0/0/0, since time was=0/0/0, time began=2/0/2, lasting=2/0/2, from the very first=0/0/0, only true=1/1/0, for all time=0/0/0, everliving=0/0/0, forevermore=0/0/0, truly life=0/0/0, GROUP=1249/251/998	hell=0/0/0, GROUP=0/0/0	hell=0/0/0, sheol=64/64/0, gehenna=12/12/0, gehinnom=0/0/0, hades=11/11/0, abyss=10/9/1, bottomless pit=0/0/0, depths below=0/0/0, tartarus=1/1/0, lake of fire=1/1/0, lake that burns with fire=0/0/0, GROUP=99/98/1	hell=0/0/0, sheol=64/64/0, hades=11/11/0, grave's=0/0/0, the grave=9/0/9, underworld=0/0/0, place of the dead=0/0/0, depth of the pit=0/0/0, the deepest pit=0/0/0, into the pit=5/0/5, bars of the pit=0/0/0, alive into the pit=0/0/0, lowest pit=1/0/1, GROUP=90/75/15	hell=0/0/0, gehenna=12/12/0, gehinnom=0/0/0, underworld=0/0/0, GROUP=12/12/0	hell=0/0/0, hades=11/11/0, underworld=0/0/0, grave's=0/0/0, grave=35/0/35, sheol=64/64/0, GROUP=110/75/35	hell=0/0/0, tartarus=1/1/0, the deepest pit of gloom=0/0/0, GROUP=1/1/0	abyss=10/9/1, the deep=24/1/23, great deep=5/0/5, bottomless pit=0/0/0, the pit=47/7/40, depths below=0/0/0, GROUP=86/17/69	lake of fire=1/1/0, lake that burns with fire=0/0/0, lake that burneth with fire=0/0/0, sea of ever-burning fire=0/0/0, sea of fire=0/0/0, lake which burns with fire=0/0/0, pool of fire=0/0/0, pool burning with fire=0/0/0, lake which burneth with fire=0/0/0, GROUP=1/1/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Esperanto---Esperanto-Bible	0	GROUP=0/0/0	eterneco=10/3/7, eternan=58/35/23, eterna=161/32/129, eterne=235/35/200, eternajn=3/1/2, eternaj=12/4/8, mondo=174/29/145, mondagxo=0/0/0, mondon=58/3/55, mondagxoj=0/0/0, mondagxojn=0/0/0, mondpotenculoj=1/1/0, cxiam=0/0/0, cxiamaj=0/0/0, tempo=711/7/704, GROUP=1423/150/1273	infero=0/0/0, GROUP=0/0/0	GROUP=0/0/0	SXeolon=0/0/0, Sxeol=0/0/0, GROUP=0/0/0	Gehena=5/5/0, Gehenan=7/7/0, GROUP=12/12/0	Hades=8/8/0, GROUP=8/8/0	kavernojn de mallumo=1/1/0, GROUP=1/1/0	abismon=8/4/4, abismo=30/9/21, GROUP=38/13/25	la lagon fajran=2/2/0, la lago=4/1/3, brulanta per fajro=2/1/1, GROUP=8/4/4	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Estonian---Contemporary	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Estonian---For-All	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Etulo---Etulo-Bible	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Ewe---Word-of-Life	0	GROUP=0/0/0	GROUP=0/0/0	dzomavɔʋe=8/8/0, GROUP=8/8/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Falam---Falam-Chin-Bible	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Finnish---Finnish-Bible	0	GROUP=0/0/0	ijankaikkisuudessa=2/1/1, ijankaikkisilla=1/1/0, iankaikkisen=1/1/0, ijäksi=2/1/1, ijankaikkisia=2/2/0, ijankaikkista=5/0/5, ijankaikkisesta=35/23/12, ijankaikkiset=3/1/2, ijankaikkinen=51/17/34, ijankaikkisiin=1/1/0, ijankaikkisesti=291/34/257, ijankaikkiseen=63/40/23, ijankaikkisen=49/30/19, maailmassa=50/9/41, mailman=1/1/0, maailman=129/28/101, maailmalle=6/1/5, maailmasta=11/1/10, maailmaa=12/2/10, maailma=48/3/45, salattu ollut=3/3/0, ajoilla=8/1/7, GROUP=774/201/573	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, hautaan=44/10/34, haudan=17/2/15, hauta=9/1/8, tuonelassa=2/2/0, tuonelan=1/1/0, GROUP=146/89/57	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvetti=17/17/0, helvettiin=24/24/0, Helvetin=17/17/0, helvetissä=9/9/0, helvetistä=4/4/0, helvettiä=2/2/0, GROUP=73/73/0	helvettiin=24/24/0, GROUP=24/24/0	syvyyteen=11/4/7, syvyyden=16/5/11, syvyydestä=5/2/3, GROUP=32/11/21	tuliseen järveen=3/3/0, tulikiviseen järveen=1/1/0, joka tulesta=4/1/3, GROUP=8/5/3	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Finnish---Finnish-Pyha-Raamattu	0	GROUP=0/0/0	iankaikkisissa=1/1/0, iankaikkisuuden=2/1/1, iankaikkisissaiankaikkisuuden=0/0/0, iankaikkisesta=13/1/12, iäksi=6/1/5, ikuisia=2/2/0, ikuisiaiankaikkiselle=0/0/0, iankaikkiselle=2/1/1, iankaikkiseksi=8/3/5, iankaikkisia=1/1/0, aikojen=16/1/15, iäti=30/1/29, iankaikkinen=38/20/18, iankaikkisesti=225/45/180, iankaikkiseen=28/13/15, iankaikkisen=38/25/13, iankaikkista=4/3/1, ikiajoista=15/3/12, maailman=82/20/62, majoihin=1/1/0, maailmanajan=3/3/0, maailmaan=27/2/25, maailmanaikoja=1/1/0, maailmassa=33/5/28, maailmanaikojen=2/2/0, maailmanajasta=1/1/0, maailmanajassa=3/3/0, maailmanaikoina=1/1/0, maailmanvaltiaita=1/1/0, maailma=31/3/28, ajoista=16/2/14, ajoiksi=22/1/21, elävän=40/1/39, GROUP=693/169/524	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	tuonelaan=31/31/0, tuonelan=22/21/1, tuonela-mitä=1/1/0, tuonela=17/17/0, tuonelassa=3/3/0, tuonelasta=3/2/1, tuonelaa=1/1/0, GROUP=78/76/2	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=12/12/0	helvetti=0/0/0, helvettiin=7/7/0, Helvetin=4/4/0, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, tuonelaan=31/31/0, tuonelan=22/21/1, tuonela-mitä=1/1/0, tuonela=17/17/0, tuonelassa=3/3/0, tuonelasta=3/2/1, tuonelaa=1/1/0, GROUP=90/88/2	syvyyteen=12/4/8, GROUP=12/4/8	syvyyteen=12/4/8, syvyyden=20/5/15, syvyydestä=8/4/4, GROUP=40/13/27	tuliseen järveen=3/3/0, tuli-ja tulikivijärveen=1/1/0, tulinen järvi=1/1/0, järvessä=1/1/0, joka tulta=1/1/0, GROUP=7/7/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Finnish---Open-Living-News	0	GROUP=0/0/0	ijankaikkisuudessa=0/0/0, ijankaikkisilla=0/0/0, iankaikkisen=0/0/0, ijäksi=0/0/0, ijankaikkisia=0/0/0, ijankaikkista=0/0/0, ijankaikkisesta=0/0/0, ijankaikkiset=0/0/0, ijankaikkinen=0/0/0, ijankaikkisiin=0/0/0, ijankaikkisesti=0/0/0, ijankaikkiseen=0/0/0, ijankaikkisen=0/0/0, maailmassa=38/6/32, mailman=0/0/0, maailman=108/14/94, maailmalle=13/0/13, maailmasta=8/2/6, maailmaa=19/3/16, maailma=33/2/31, salattu ollut=0/0/0, ajoilla=0/0/0, GROUP=219/27/192	helvetti=0/0/0, helvettiin=1/1/0, Helvetin=6/5/1, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=8/7/1	helvetti=0/0/0, helvettiin=1/1/0, Helvetin=6/5/1, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=8/7/1	helvetti=0/0/0, helvettiin=1/1/0, Helvetin=6/5/1, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, hautaan=6/0/6, haudan=7/0/7, hauta=1/0/1, tuonelassa=0/0/0, tuonelan=0/0/0, GROUP=22/7/15	helvetti=0/0/0, helvettiin=1/1/0, Helvetin=6/5/1, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=8/7/1	helvetti=0/0/0, helvettiin=1/1/0, Helvetin=6/5/1, helvetissä=0/0/0, helvetistä=1/1/0, helvettiä=0/0/0, GROUP=8/7/1	helvettiin=1/1/0, GROUP=1/1/0	syvyyteen=2/1/1, syvyyden=6/6/0, syvyydestä=0/0/0, GROUP=8/7/1	tuliseen järveen=0/0/0, tulikiviseen järveen=0/0/0, joka tulesta=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Flemish---Flemish-De-Jonge-Bible	0	GROUP=0/0/0	GROUP=0/0/0	hel=8/8/0, helsche=2/2/0, helle=3/3/0, GROUP=13/13/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---Bonnet-Bovet-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=82/52/30, éternel=5849/21/5828, éternellement=66/14/52, siècles=38/31/7, monde=219/13/206, toujours=279/3/276, jamais=220/14/206, siècle=21/20/1, éternels=10/4/6, éternité=24/8/16, éternelles=12/1/11, âges=6/1/5, depuis longtemps=16/0/16, permanente=3/1/2, tout temps=25/2/23, GROUP=6870/185/6685	enfer=1/1/0, séjour des morts=23/23/0, géhenne=13/11/2, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=37/35/2	enfer=1/1/0, séjour des morts=23/23/0, géhenne=13/11/2, l'étang de feu=0/0/0, GROUP=37/35/2	enfer=1/1/0, enfers=12/11/1, séjour des morts=23/23/0, profond des morts=0/0/0, sépulcre=105/36/69, GROUP=141/71/70	enfer=1/1/0, géhenne=13/11/2, GROUP=14/12/2	enfer=1/1/0, enfers=12/11/1, séjour des morts=23/23/0, profond des morts=0/0/0, sépulcre=105/36/69, O mort=0/0/0, GROUP=141/71/70	enfer=1/1/0, abîmes de ténèbres=0/0/0, GROUP=1/1/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---Free-for-the-World	0	GROUP=0/0/0	l'éternité=10/0/10, éternelle=134/54/80, éternel=1521/13/1508, éternellement=19/8/11, siècles=40/29/11, monde=260/26/234, toujours=303/15/288, jamais=225/16/209, siècle=16/14/2, éternels=3/2/1, éternité=16/1/15, éternelles=7/2/5, âges=1/0/1, depuis longtemps=22/0/22, permanente=1/0/1, tout temps=8/0/8, GROUP=2586/180/2406	enfer=0/0/0, séjour des morts=59/59/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=75/75/0	enfer=0/0/0, séjour des morts=59/59/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=75/75/0	enfer=0/0/0, enfers=1/1/0, séjour des morts=59/59/0, profond des morts=0/0/0, sépulcre=14/0/14, GROUP=74/60/14	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=1/1/0, séjour des morts=59/59/0, profond des morts=0/0/0, sépulcre=14/0/14, O mort=0/0/0, GROUP=74/60/14	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=19/10/9, GROUP=19/10/9	l'étang de feu=4/4/0, dans l'étang ardent de feu=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Crampon-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=121/53/68, éternel=36/13/23, éternellement=40/13/27, siècles=39/29/10, monde=238/21/217, toujours=221/8/213, jamais=296/14/282, siècle=19/18/1, éternels=2/1/1, éternité=22/4/18, éternelles=14/2/12, âges=14/2/12, depuis longtemps=27/0/27, permanente=1/0/1, tout temps=19/0/19, GROUP=1109/178/931	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=34/33/1	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=0/0/0, GROUP=34/33/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, GROUP=101/24/77	enfer=9/8/1, géhenne=11/11/0, GROUP=20/19/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, O mort=0/0/0, GROUP=101/24/77	enfer=9/8/1, abîmes de ténèbres=0/0/0, GROUP=9/8/1	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Crampon-Bible-New	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=121/53/68, éternel=36/13/23, éternellement=40/13/27, siècles=39/29/10, monde=238/21/217, toujours=221/8/213, jamais=296/14/282, siècle=19/18/1, éternels=2/1/1, éternité=22/4/18, éternelles=14/2/12, âges=14/2/12, depuis longtemps=27/0/27, permanente=1/0/1, tout temps=19/0/19, GROUP=1109/178/931	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=34/33/1	enfer=9/8/1, séjour des morts=14/14/0, géhenne=11/11/0, l'étang de feu=0/0/0, GROUP=34/33/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, GROUP=101/24/77	enfer=9/8/1, géhenne=11/11/0, GROUP=20/19/1	enfer=9/8/1, enfers=4/2/2, séjour des morts=14/14/0, profond des morts=0/0/0, sépulcre=74/0/74, O mort=0/0/0, GROUP=101/24/77	enfer=9/8/1, abîmes de ténèbres=0/0/0, GROUP=9/8/1	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Darby-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=70/52/18, éternel=5814/20/5794, éternellement=18/14/4, siècles=41/32/9, monde=197/11/186, toujours=369/5/364, jamais=140/13/127, siècle=30/27/3, éternels=7/4/3, éternité=20/6/14, éternelles=6/1/5, âges=0/0/0, depuis longtemps=9/0/9, permanente=2/1/1, tout temps=26/3/23, GROUP=6749/189/6560	enfer=0/0/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=12/12/0	enfer=0/0/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=0/0/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=86/0/86, GROUP=86/0/86	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=86/0/86, O mort=0/0/0, GROUP=86/0/86	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Khan-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=56/0/56, éternel=1188/1/1187, éternellement=29/0/29, siècles=4/0/4, monde=68/0/68, toujours=97/0/97, jamais=261/2/259, siècle=5/0/5, éternels=2/0/2, éternité=43/0/43, éternelles=8/0/8, âges=9/0/9, depuis longtemps=4/0/4, permanente=5/0/5, tout temps=15/0/15, GROUP=1794/3/1791	enfer=0/0/0, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	enfer=0/0/0, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, GROUP=0/0/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=25/2/23, GROUP=25/2/23	enfer=0/0/0, géhenne=0/0/0, GROUP=0/0/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=25/2/23, O mort=0/0/0, GROUP=25/2/23	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-LXX	0	GROUP=0/0/0	l'éternité=7/0/7, éternelle=75/0/75, éternel=27/0/27, éternellement=29/0/29, siècles=117/0/117, monde=29/0/29, toujours=179/0/179, jamais=240/3/237, siècle=4/0/4, éternels=6/0/6, éternité=14/0/14, éternelles=8/0/8, âges=2/0/2, depuis longtemps=4/0/4, permanente=0/0/0, tout temps=11/0/11, GROUP=752/3/749	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=42/34/8	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=12/11/1, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, GROUP=101/48/53	enfer=42/34/8, géhenne=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=12/11/1, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, O mort=0/0/0, GROUP=101/48/53	enfer=42/34/8, abîmes de ténèbres=0/0/0, GROUP=42/34/8	l'abîme=43/5/38, GROUP=43/5/38	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-LXX-TheoTex	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=75/0/75, éternel=28/0/28, éternellement=28/0/28, siècles=115/0/115, monde=28/0/28, toujours=178/0/178, jamais=236/3/233, siècle=4/0/4, éternels=5/0/5, éternité=17/0/17, éternelles=8/0/8, âges=2/0/2, depuis longtemps=4/0/4, permanente=0/0/0, tout temps=12/0/12, GROUP=740/3/737	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=42/34/8	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=13/11/2, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, GROUP=102/48/54	enfer=42/34/8, géhenne=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=13/11/2, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, O mort=0/0/0, GROUP=102/48/54	enfer=42/34/8, abîmes de ténèbres=0/0/0, GROUP=42/34/8	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Louis-Segond-1910-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=82/52/30, éternel=5901/24/5877, éternellement=54/13/41, siècles=33/29/4, monde=224/19/205, toujours=312/6/306, jamais=187/13/174, siècle=20/20/0, éternels=6/2/4, éternité=35/6/29, éternelles=18/1/17, âges=7/1/6, depuis longtemps=22/0/22, permanente=2/1/1, tout temps=23/2/21, GROUP=6926/189/6737	enfer=0/0/0, séjour des morts=69/69/0, géhenne=12/12/0, l'étang de feu=0/0/0, abîmes de ténèbres=1/1/0, GROUP=82/82/0	enfer=0/0/0, séjour des morts=69/69/0, géhenne=12/12/0, l'étang de feu=0/0/0, GROUP=81/81/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=69/69/0, profond des morts=1/1/0, sépulcre=87/3/84, GROUP=157/73/84	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=69/69/0, profond des morts=1/1/0, sépulcre=87/3/84, O mort=2/2/0, GROUP=159/75/84	enfer=0/0/0, abîmes de ténèbres=1/1/0, GROUP=1/1/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Martin		GROUP=0/0/0	l'éternité=2/0/2, éternelle=78/53/25, éternel=29/11/18, éternellement=57/21/36, siècles=43/30/13, monde=218/23/195, toujours=290/5/285, jamais=216/13/203, siècle=28/18/10, éternels=7/4/3, éternité=10/1/9, éternelles=8/2/6, âges=47/2/45, depuis longtemps=14/0/14, permanente=4/2/2, tout temps=32/3/29, GROUP=1083/188/895	enfer=8/8/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=3/3/0, abîmes de ténèbres=0/0/0, GROUP=23/23/0	enfer=8/8/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=3/3/0, GROUP=23/23/0	enfer=8/8/0, enfers=1/1/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=146/57/89, GROUP=155/66/89	enfer=8/8/0, géhenne=12/12/0, GROUP=20/20/0	enfer=8/8/0, enfers=1/1/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=146/57/89, O mort=0/0/0, GROUP=155/66/89	enfer=8/8/0, abîmes de ténèbres=0/0/0, GROUP=8/8/0	l'abîme=24/12/12, GROUP=24/12/12	l'étang de feu=3/3/0, dans l'étang ardent de feu=2/2/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Oltramare-Bible	0	GROUP=0/0/0	l'éternité=3/3/0, éternelle=52/52/0, éternel=14/14/0, éternellement=23/18/5, siècles=24/24/0, monde=237/25/212, toujours=61/3/58, jamais=46/10/36, siècle=13/13/0, éternels=1/1/0, éternité=10/10/0, éternelles=2/2/0, âges=4/2/2, depuis longtemps=7/0/7, permanente=1/0/1, tout temps=4/2/2, GROUP=502/179/323	enfer=0/0/0, séjour des morts=3/3/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=19/19/0	enfer=0/0/0, séjour des morts=3/3/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=19/19/0	enfer=0/0/0, enfers=3/3/0, séjour des morts=3/3/0, profond des morts=0/0/0, sépulcre=31/0/31, GROUP=37/6/31	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=3/3/0, séjour des morts=3/3/0, profond des morts=0/0/0, sépulcre=31/0/31, O mort=1/1/0, GROUP=38/7/31	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=8/7/1, GROUP=8/7/1	l'étang de feu=4/4/0, dans l'étang ardent de feu=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Ostervald-Bible	0	GROUP=0/0/0	l'éternité=15/10/5, éternelle=89/53/36, éternel=5861/20/5841, éternellement=69/12/57, siècles=38/31/7, monde=230/23/207, toujours=265/3/262, jamais=213/12/201, siècle=21/16/5, éternels=7/2/5, éternité=27/12/15, éternelles=13/3/10, âges=14/2/12, depuis longtemps=15/2/13, permanente=1/0/1, tout temps=33/2/31, derniers temps=5/2/3, GROUP=6916/205/6711	enfer=10/10/0, séjour des morts=4/4/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=30/30/0	enfer=10/10/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=26/26/0	enfer=10/10/0, enfers=4/4/0, séjour des morts=4/4/0, profond des morts=0/0/0, sépulcre=94/56/38, GROUP=112/74/38	enfer=10/10/0, géhenne=12/12/0, GROUP=22/22/0	enfer=10/10/0, enfers=4/4/0, séjour des morts=4/4/0, profond des morts=0/0/0, sépulcre=94/56/38, GROUP=112/74/38	enfer=10/10/0, dans l'abîme=8/4/4, GROUP=18/14/4	l'abîme=33/13/20, GROUP=33/13/20	l'étang de feu=4/4/0, dans l'étang ardent de feu=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
