BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---Hawaiian---Hawaiian-Bible-1868			HAW	Baibala Hemolele	Hawaiian Bible 1868	Ōlelo Hawai'i	Hawaiian	Hawaiian Islands				haw				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Na Na Misionari i Pai	Na Na Misionari i Pai	1868		eBible.org	https://ebible.org/details.php?id=haw1868			1976171970	1985366177	NULL	JHYXPBBWFTZ	A07HPB0SVYT	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hawaiian-bible-1868/paperback/product-1568z697.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hawaiian-bible-1868-new-testament/paperback/product-1mmzpm4q.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hawaiian-bible-1868/hardcover/product-124r64v4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hawaiian-bible-1868-gospel-primer/paperback/product-65y9r9d.html	1568z697	1mmzpm4q	124r64v4	65y9r9d	NULL
Holy-Bible---Hebrew---Hebrew-Aleppo-Codex	RTL		HBA	כתבי הקודש	Hebrew Aleppo Codex	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain	Here are the list of extant passages from Aleppo, but be aware that any others are unmarked and supplied from other sources. The Aleppo text is missing all of the Pentateuch to the Book of Deuteronomy 28.17; II Kings 14.21–18.13; Book of Jeremiah 29.9–31.33; 32.2–4, 9–11, 21–24; Book of Amos 8.12–Book of Micah 5.1; So 3.20–Za 9.17; II Chronicles 26.19–35.7; Book of Psalms 15.1–25.2 (MT enumeration); Song of Songs 3.11 to the end; all of Ecclesiastes, Lamentations, Esther, Daniel, and Ezra-Nehemiah, <a href='https://en.wikipedia.org/wiki/Aleppo_Codex' target='_blank'>https://en.wikipedia.org/wiki/Aleppo_Codex</a>. Also vowels and the Masorah are missing. This text is for parallel reference only.		Hebrew scholars from Tiberias, Israel	Hebrew scholars from Tiberias, Israel	950	Vowels and the Masorah are omitted	Unbound.Biola.edu	https://unbound.biola.edu			B08RRKTBNH	NULL	NULL	RZDH2JTGGYG	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-aleppo-codex/paperback/product-4d47gg.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-aleppo-codex/hardcover/product-zn5yrd.html	NULL	4d47gg	NULL	zn5yrd	NULL	NULL
Holy-Bible---Hebrew---Hebrew-Aleppo-Miqra-Mesorah	RTL		HAM	מקרא על פי המסורה	Miqra `al pi ha-Mesorah	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Ben Denckla	https://github.com/bdenckla	2023		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=MapM			B0DZNM65ZK	NULL	NULL	2Y5AX3J4491	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-miqra-al-pi-ha-mesorah/paperback/product-rmzdy6y.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-miqra-al-pi-ha-mesorah/hardcover/product-e74ezw9.html	NULL	rmzdy6y	NULL	e74ezw9	NULL	NULL
Holy-Bible---Hebrew---Hebrew-Masoretic-OT	RTL		HBM	כתבי הקודש	Hebrew Masoretic Old Testament	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Ancient Masorete Hebrew scholars	Ancient Masorete Hebrew scholars			eBible.org	https://ebible.org/details.php?id=hbo			B08RRKNFCP	NULL	NULL	EAPREA0JBMT	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-masoretic-old-testament/paperback/product-6k4vjw.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-masoretic-old-testament/hardcover/product-p4d9jm.html	NULL	6k4vjw	NULL	p4d9jm	NULL	NULL
Holy-Bible---Hebrew---Hebrew-STEPBible	RTL		HSB	כתבי הקודש	Hebrew STEP Old Testament	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0	Old Testament words are tagged as L = Leningrad (default); Q = Qere 'spoken' corrections from margin and text pointing; K = Ketiv 'written', Tyndale pointing; R = restored text based on Leningrad parallels; and X = extra words from the Septuagint (LXX), in Hebrew, based on BHS and BHK. Other letters indicate parallels and variants with A = Aleppo; B = Biblia Hebraica Stuttgartensia; C = Cairensis; D = Dead Sea and Judean Desert manuscripts; E = emendation from ancient sources, F = format pointing or word division differences without changing letters; H = Ben Chaim (2nd Rabbinic Bible); P = alternate punctuation; S = scribal traditions; and V = variants from other Hebrew manuscripts. Tags place identical sources outside of parens in uppercase. Variant tags are inside parens: uppercase are meaning variants, lower case are minor variants, and differing variants are joined with a “+”. Translators normally follow L, and when this presents a choice between Q and K they follow Q, so K is presented as a variant. Tags in STEP Hebrew are only available when <a href='/Bibles/Hebrew---Hebrew-STEPBible/Genesis/1/parallel-English---STEPBible-Amalgamant'>viewed in parallel with STEP English</a>.		David Instone-Brewer	Tyndale House Cambridge	2024	Scripture Tools for Every Person	STEPBible.org	https://github.com/STEPBible/STEPBible-Data	https://www.STEPBible.org		B0DZNV5X4G	NULL	NULL	T7E9FG4P7HE	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-step-old-testament/paperback/product-459vpwd.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-step-old-testament/hardcover/product-q6ky9vq.html	NULL	459vpwd	NULL	q6ky9vq	NULL	NULL
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad	RTL	2	HBW	כתבי הקודש	Westminster Leningrad Codex OT	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Public Domain Text, Lemma/Morphology Creative Commons ShareAlike 3.0			Ancient Hebrew Scholars / Open Scriptures Hebrew Bible Project	Open Scriptures Hebrew Bible Project	1008		eBible.org	https://ebible.org/details.php?id=hboWLC			B08RRGMQ3L	NULL	NULL	E8CTJ89FJAS	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-codex-ot/paperback/product-6k4vww.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-codex-ot/hardcover/product-j25y62.html	NULL	6k4vww	NULL	j25y62	NULL	NULL
Holy-Bible---Hebrew---Hebrew-Westminster-Leningrad-Kimball	RTL		HWL	כתבי הקודש	Westminster Leningrad Cdx Kimball	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Christopher V. Kimball	Westminster Hebrew Institute	1983, 1987		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=WLC			B0DZKNDPSK	NULL	NULL	R5QMYXWDG6N	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-cdx-kimball/paperback/product-gjqnwnj.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-cdx-kimball/hardcover/product-q6kypyd.html	NULL	gjqnwnj	NULL	q6kypyd	NULL	NULL
Holy-Bible---Hebrew---Living-Bible	RTL		HLB	הברית החדשה/הדרך זכויות פתוחות	Hebrew Living New Testament	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	2009	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=heblb	https://www.biblica.com		B0DXLCDZ18	NULL	NULL	JGCMGJ3AD5C	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hebrew-living-new-testament/paperback/product-dygrvy7.html	NULL	NULL	NULL	dygrvy7	NULL	NULL	NULL	NULL
Holy-Bible---Hebrew---Modern-Hebrew-Bible	RTL	1	HMO	תנ ך עברי מודרני	Modern Hebrew Bible	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Translator unknown / Contributor=eBible.org	Translator unknown			eBible.org	https://ebible.org/details.php?id=heb			B092H87LZP	B092HSNPQ3	B0DKK2FSV4	J0R6E7MZ82H	J3SFKW6TS22	AMWM08ZQV7N	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-modern-hebrew-bible/paperback/product-2dzrqq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-modern-hebrew-bible-new-testament/paperback/product-v7vmgm.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-modern-hebrew-bible/hardcover/product-pnr59z.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-modern-hebrew-bible-gospel-primer/paperback/product-zm4nnn5.html	2dzrqq	v7vmgm	pnr59z	zm4nnn5	NULL
Holy-Bible---Hebrew---Salkinson-Hebrew-Bible	RTL	3	HSH	הברית החדשה של סלקינסון	Salkinson Hebrew Bible	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2025	Public Domain			Salkinson and Ginsberg	Salkinson and Ginsberg	1886		eBible.org	https://ebible.org/details.php?id=hebsg			B0FF3K5CB6	NULL	NULL	6P9TRCGAG1J	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-salkinson-hebrew-bible/paperback/product-nv9r74m.html	NULL	NULL	NULL	nv9r74m	NULL	NULL	NULL	NULL
Holy-Bible---Hebrew---Westminster-Leningrad-Philadelphia	RTL		HWP	כתבי הקודש	Westminster Leningrad Cdx Phila	עברית	Hebrew	Israel	rtl	font-ezra.css	font-ezra	hbo	he	he		Creative Commons Attribution 4.0 International, 2018-2025	Public Domain			Westminster Hebrew Institute, Philadelphia	United Bible Societies	2018		eBible.org	https://ebible.org/details.php?id=hebwlc			B0FFZP3CLK	NULL	NULL	6T4SJ3SK9DX	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-cdx-phila/paperback/product-845d6pj.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-westminster-leningrad-cdx-phila/hardcover/product-45yd9p6.html	NULL	845d6pj	NULL	45yd9p6	NULL	NULL
Holy-Bible---Hindi---Contemporary	HIN	2	HIC	हिंदी समकालीन संस्करण-स्वतंत्र उपलब्धि	Hindi Contemporary Version Bible	हिन्दी	Hindi	India (Hindi Belt, Western Uttar Pradesh, Delhi)		font-hindi.css	font-hindi	hin	hi	hi		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1978, 2009, 2016, 2019	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=hincv	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-contemporary-version-bible/paperback/product-846z2rz.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-contemporary-version-bible-new-testament/paperback/product-yv57pj8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-contemporary-version-bible/hardcover/product-jew5pzj.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-contemporary-version-bible-gospel-primer/paperback/product-nvzmgjw.html	846z2rz	yv57pj8	jew5pzj	nvzmgjw	NULL
Holy-Bible---Hindi---Hindi-Bible	HIN	1	HIN	पवित्र बाइबिल	Hindi Bible	हिन्दी	Hindi	India (Hindi Belt, Western Uttar Pradesh, Delhi)		font-hindi.css	font-hindi	hin	hi	hi		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2017, 2018, 2019		eBible.org	https://ebible.org/details.php?id=hin2017			1729531539	1729531547	NULL	8YE0MZ5250Y	06BQWWHX0G4	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-bible/paperback/product-p4d945.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-bible-new-testament/paperback/product-kgn5g6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hindi-bible/hardcover/product-7zyvz5.html	NULL	p4d945	kgn5g6	7zyvz5	NULL	NULL
Holy-Bible---Hona---Hwana-Bible			HWA	Hona Bible	Hwana Bible	Hona	Hwana	Nigeria (Adamawa)				hwo				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Seed Company	Language Developers and Bible Translators	2023		eBible.org	https://ebible.org/details.php?id=hwo			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hwana-bible/paperback/product-458j6nn.html	NULL	NULL	NULL	458j6nn	NULL	NULL	NULL	NULL
Holy-Bible---Hre---Hre-Bible			HRE	Hset Hadròeh	Hre Bible	Hset	Hre	Vietnam				hre				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Baq Thi	Baq Thi	2024		eBible.org	https://ebible.org/details.php?id=hrebt			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hre-bible/paperback/product-dydp8np.html	NULL	NULL	NULL	dydp8np	NULL	NULL	NULL	NULL
Holy-Bible---Hruso---Hrusso-Angka-Bible			HRU	Aka Bible	Hruso Bible	Aka	Hruso	India (Arunachal Pradesh)				hru				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2024		eBible.org	https://ebible.org/details.php?id=hru			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hruso-bible/paperback/product-2mwd4zk.html	NULL	NULL	NULL	2mwd4zk	NULL	NULL	NULL	NULL
Holy-Bible---Hungarian---Hungarian-Jewish-Bible			HJB	Az Izraelita-Magyar Biblia	The Israeli-Hungarian Bible	Magyar Nyelv	Hungarian	Hungary, Austria, Croatia, Romania, Serbia, Slovakia, Slovenia, Ukraine				hun	hu	hu		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Sámuel Krausz, József Bánóczi	The Israelite Hungarian Literary Society	1898-1907, 1994		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=HunIMIT			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-israeli-hungarian-bible/paperback/product-rmzdpr2.html	NULL	NULL	NULL	rmzdpr2	NULL	NULL	NULL	NULL
Holy-Bible---Hungarian---Hungarian-Karoli		1	HUN	Revideált Károli Biblia 1908	Revised Hungarian Bible 1908	Magyar Nyelv	Hungarian	Hungary, Austria, Croatia, Romania, Serbia, Slovakia, Slovenia, Ukraine				hun	hu	hu		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Károli Gáspár	Károli Gáspár, Vizsoly, Hungary	1590, 1908		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=HunKar			1729531563	1729531571	NULL	JXH6D1A4EAS	RC8ERFE13N9	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hungarian-bible-1590/paperback/product-1gqdwqvy.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hungarian-bible-1590-new-testament/paperback/product-186y26nd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hungarian-bible-1590/hardcover/product-1y5gp5nd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-revised-hungarian-bible-1908-gospel-primer/paperback/product-w4r7eqw.html	1gqdwqvy	186y26nd	1y5gp5nd	w4r7eqw	NULL
Holy-Bible---Hungarian---Magyar-Bible			HUM	Nyitott Újszövetség	Hungarian Open New Testament	Magyar Nyelv	Hungarian	Hungary, Austria, Croatia, Romania, Serbia, Slovakia, Slovenia, Ukraine				hun	hu	hu		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	2003, 2021	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=hun	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-hungarian-open-new-testament/paperback/product-846z2w7.html	NULL	NULL	NULL	846z2w7	NULL	NULL	NULL	NULL
Holy-Bible---Icelandic---Open-Living-Word			ICE	Opna Lifandi Orð	Icelandic Open Living Word	Íslenska	Icelandic	Iceland				isl	is	is		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1979, 1995	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=isl	https://www.biblica.com		B0DXLBZTT3	NULL	NULL	8C10RRPY5JD	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-icelandic-open-living-word/paperback/product-5764zd6.html	NULL	NULL	NULL	5764zd6	NULL	NULL	NULL	NULL
Holy-Bible---Igbo---Igbo-Bible			IGB	Baịbụlụ Nsọ n’Igbo Ndị Ugbu	The Igbo Holy Bible for Everyone	Igbo	Igbo	Nigeria (Igboland, Abia, Anambra, Ebonyi, Rivers, Enugu, Imo, Delta)				ibo	ig			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1980, 1988, 2019, 2020	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=ibo	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-igbo-holy-bible-for-everyone/paperback/product-rmzdpk2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-igbo-holy-bible-for-everyone-new-testament/paperback/product-e74e9qv.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-igbo-holy-bible-for-everyone/hardcover/product-956mg7y.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-the-igbo-holy-bible-for-everyone-gospel-primer/paperback/product-57v8ejm.html	rmzdpk2	e74e9qv	956mg7y	57v8ejm	NULL
Holy-Bible---Ikizu---Ikizu-Bible			IKI	Ʉbhʉragɨ Ubhuhya Mʉkɨgambʉ chi Ikikiizʉ	Ikizu Bible	Kiikiizo	Ikizu	Tanzania				ikz				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2024		eBible.org	https://ebible.org/details.php?id=ikz			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ikizu-bible/paperback/product-959d9r4.html	NULL	NULL	NULL	959d9r4	NULL	NULL	NULL	NULL
Holy-Bible---Ilocano---Ilocano-Bible			IOB	Ti Biblia	Ilocano Bible	Ilocano	Ilocano	Philippines (Luzon, Ilocos, Cordillera, Cagayan Valley, Mindanao)				ilo				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2019		eBible.org	https://ebible.org/details.php?id=iloulb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilocano-bible/paperback/product-v2ry58.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilocano-bible-new-testament/paperback/product-wg5y6e.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilocano-bible/hardcover/product-kgn526.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilocano-bible-gospel-primer/paperback/product-65y9rwd.html	v2ry58	wg5y6e	kgn526	65y9rwd	NULL
Holy-Bible---Ilonggo---Hiligaynon-Free-Bible			ILO	Libre Ang Pulong Sang Dios	Ilonggo Free Bible	Binisayâ	Ilonggo	Philippines (Visayas, Negros Island, Soccsksargen, Masbate)				hil				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1996, 2006, 2011, 2022		eBible.org	https://ebible.org/details.php?id=hil	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilonggo-free-bible/paperback/product-jeymy4k.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilonggo-free-bible-new-testament/paperback/product-p69n9z2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilonggo-free-bible/hardcover/product-57ydyk4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ilonggo-free-bible-gospel-primer/paperback/product-2mwdw9q.html	jeymy4k	p69n9z2	57ydyk4	2mwdw9q	NULL
Holy-Bible---Indonesian---Bahasa-Indonesia-Sehari-hari		1	BIS	Bahasa Indonesia Sehari-hari	Everyday Indonesian Bible	Bahasa Indonesia	Indonesian	Indonesia				ind	id	id		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Indonesian Bible Society	Indonesian Bible Society	1985		Bible4u.net	https://bible4u.net/en/download#BIS			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-everyday-indonesian-bible/paperback/product-2n2wy7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-everyday-indonesian-bible-new-testament/paperback/product-8mz5ge.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-everyday-indonesian-bible/hardcover/product-v2ryd8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-everyday-indonesian-bible-gospel-primer/paperback/product-2mqrj8k.html	2n2wy7	8mz5ge	v2ryd8	2mqrj8k	NULL
Holy-Bible---Indonesian---For-All			IFA	Alkitab Gratis untuk Semua	Indonesian Bible for All	Bahasa Indonesia	Indonesian	Indonesia				ind	id	id		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Jonathan Gallagher	Jonathan Gallagher	2021-2023		eBible.org	https://ebible.org/details.php?id=indags			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-indonesian-bible-for-all/paperback/product-gjqnwey.html	NULL	NULL	NULL	gjqnwey	NULL	NULL	NULL	NULL
Holy-Bible---Indonesian---New-Indonesian-Translation		2	ITB	Terjemahan Baru	Indonesian New Translation	Bahasa Indonesia	Indonesian	Indonesia				ind	id	id		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Indonesian Bible Institute	Indonesian Bible Institute	1974		Bible4u.net	https://bible4u.net/en/download#TJB			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-indonesian-new-translation/paperback/product-yv57pdd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-indonesian-new-translation-new-testament/paperback/product-jew5pgv.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-indonesian-new-translation/hardcover/product-zm75pgk.html	NULL	yv57pdd	jew5pgv	zm75pgk	NULL	NULL
Holy-Bible---Indonesian---Simple			INS	Alkitab Sederhana Indonesia	Simple Indonesian Bible, 3rd Edition	Bahasa Indonesia	Indonesian	Indonesia				ind	id	id		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Albata	Pioneer Bible Translators	2021		eBible.org	https://ebible.org/details.php?id=ind			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-simple-indonesian-bible-3rd-edition/paperback/product-q6kyp97.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-simple-indonesian-bible-3rd-edition-new-testament/paperback/product-956mgpr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-simple-indonesian-bible-3rd-edition/hardcover/product-kvknpep.html	NULL	q6kyp97	956mgpr	kvknpep	NULL	NULL
Holy-Bible---Irish---Odomhnuill-Modern			IOM	Irish O'Domhnuill Modernized	Irish O'Domhnuill Modernized	Irish	Irish	Ireland				gle	ga	ga		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			O'Domhnuill, O'Cionga, O'Kearney, Walsh, Donellan	O'Domhnuill, O'Cionga, O'Kearney, Walsh, Donellan	1602, 1817		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=IriODomhnuill	http://www.biblebc.com/Projects/irish_new_testament_project.htm		B0DXL7V394	NULL	NULL	J1H8TTDCQ5T	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-irish-odomhnuill-modernized/paperback/product-w4k5pjg.html	NULL	NULL	NULL	w4k5pjg	NULL	NULL	NULL	NULL
Holy-Bible---Isanzu---Isanzu-Bible			ISB	Kiisanzu Bible	Isanzu Bible	Kiisanzu	Isanzu	Tanzania				isn				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2020		eBible.org	https://ebible.org/details.php?id=isn			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-isanzu-bible/paperback/product-gznywp.html	NULL	NULL	NULL	gznywp	NULL	NULL	NULL	NULL
