# File Name: CHECKDATA.txt
# File Size: 10613692    
# File Date: 09/19/2026 19:13:35
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	CHECKDATA	VREF	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-057-001	019	PSA	057	002	Sei mir gnädig, o Gott, sei mir gnädig; denn auf Dich verläßt meine Seele sich und auf den Schatten Deiner Flügel verlasse ich mich, bis das Unheil vorüber ist.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-057-001	019	PSA	057	002	Dem Sangmeister nach Al Taschcheth, ein Goldlied von David, als er vor Saul in die Höhle entwich. Sei mir gnädig, o Gott, sei mir gnädig; denn auf Dich verläßt meine Seele sich und auf den Schatten Deiner Flügel verlasse ich mich, bis das Unheil vorüber ist.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-058-001	019	PSA	058	002	Sprechet ihr wahrlich stumme Gerechtigkeit? Richtet ihr nach Geradheit, o ihr Söhne des Menschen?
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-058-001	019	PSA	058	002	Dem Sangmeister nach Al Taschcheth. Ein Goldlied von David. Sprechet ihr wahrlich stumme Gerechtigkeit? Richtet ihr nach Geradheit, o ihr Söhne des Menschen?
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-058-001	019	PSA	058	002	Sprechet ihr wahrlich stumme Gerechtigkeit? Richtet ihr nach Geradheit, o ihr Söhne des Menschen?
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-058-001	019	PSA	058	002	Dem Sangmeister nach Al Taschcheth. Ein Goldlied von David. Sprechet ihr wahrlich stumme Gerechtigkeit? Richtet ihr nach Geradheit, o ihr Söhne des Menschen?
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-059-001	019	PSA	059	002	Errette mich von meinen Feinden, o mein Gott; vor denen, so sich wider mich aufmachen, hebe mich empor.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-059-001	019	PSA	059	002	Dem Sangmeister nach Al Taschcheth. Ein Goldlied von David, da Saul sandte, und sie das Haus bewachten, ihn zu töten. Errette mich von meinen Feinden, o mein Gott; vor denen, so sich wider mich aufmachen, hebe mich empor.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-059-001	019	PSA	059	002	Errette mich von meinen Feinden, o mein Gott; vor denen, so sich wider mich aufmachen, hebe mich empor.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-059-001	019	PSA	059	002	Dem Sangmeister nach Al Taschcheth. Ein Goldlied von David, da Saul sandte, und sie das Haus bewachten, ihn zu töten. Errette mich von meinen Feinden, o mein Gott; vor denen, so sich wider mich aufmachen, hebe mich empor.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-060-001	019	PSA	060	003	Gott, Du hast uns verworfen, einen Durchbruch wider uns gemacht, Du zürntest, kehre zurück zu uns.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-060-001	019	PSA	060	003	Dem Sangmeister. Auf Schuschan Eduth. Ein Goldlied Davids zum Lehren. Als er mit Aram der zwei Flüsse und mit Aram von Zobah kämpfte, und Joab zurückkehrte und im Salztal zwölftausend Edomiter schlug. Gott, Du hast uns verworfen, einen Durchbruch wider uns gemacht, Du zürntest, kehre zurück zu uns.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-060-001	019	PSA	060	003	Gott, Du hast uns verworfen, einen Durchbruch wider uns gemacht, Du zürntest, kehre zurück zu uns.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-060-001	019	PSA	060	003	Dem Sangmeister. Auf Schuschan Eduth. Ein Goldlied Davids zum Lehren. Als er mit Aram der zwei Flüsse und mit Aram von Zobah kämpfte, und Joab zurückkehrte und im Salztal zwölftausend Edomiter schlug. Gott, Du hast uns verworfen, einen Durchbruch wider uns gemacht, Du zürntest, kehre zurück zu uns.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-061-001	019	PSA	061	002	Höre, o Gott, auf mein Rufen, horche auf mein Gebet.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-061-001	019	PSA	061	002	Dem Sangmeister auf Saitenspiel. Von David. Höre, o Gott, auf mein Rufen, horche auf mein Gebet.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-061-001	019	PSA	061	002	Höre, o Gott, auf mein Rufen, horche auf mein Gebet.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-061-001	019	PSA	061	002	Dem Sangmeister auf Saitenspiel. Von David. Höre, o Gott, auf mein Rufen, horche auf mein Gebet.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-062-001	019	PSA	062	002	Sei stille nur in Gott, du meine Seele; von Ihm kommt mein Heil.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-062-001	019	PSA	062	002	Dem Sangmeister auf Jeduthun. Ein Psalm Davids. Sei stille nur in Gott, du meine Seele; von Ihm kommt mein Heil.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-062-001	019	PSA	062	002	Sei stille nur in Gott, du meine Seele; von Ihm kommt mein Heil.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-062-001	019	PSA	062	002	Dem Sangmeister auf Jeduthun. Ein Psalm Davids. Sei stille nur in Gott, du meine Seele; von Ihm kommt mein Heil.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-063-001	019	PSA	063	002	Gott, mein Gott bist Du, nach Dir suche ich frühe, nach Dir dürstet meine Seele, nach Dir schmachtet mein Fleisch im Lande der Dürre, und wenn matt, ohne Wasser.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-063-001	019	PSA	063	002	Ein Psalm Davids, als er in der Wüste Judah war. Gott, mein Gott bist Du, nach Dir suche ich frühe, nach Dir dürstet meine Seele, nach Dir schmachtet mein Fleisch im Lande der Dürre, und wenn matt, ohne Wasser.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-063-001	019	PSA	063	002	Gott, mein Gott bist Du, nach Dir suche ich frühe, nach Dir dürstet meine Seele, nach Dir schmachtet mein Fleisch im Lande der Dürre, und wenn matt, ohne Wasser.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-063-001	019	PSA	063	002	Ein Psalm Davids, als er in der Wüste Judah war. Gott, mein Gott bist Du, nach Dir suche ich frühe, nach Dir dürstet meine Seele, nach Dir schmachtet mein Fleisch im Lande der Dürre, und wenn matt, ohne Wasser.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-064-001	019	PSA	064	002	Höre meine Stimme, Gott, in meiner Klage, bewahre mein Leben vor des Feindes Schauer.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-064-001	019	PSA	064	002	Dem Sangmeister. Ein Psalm Davids. Höre meine Stimme, Gott, in meiner Klage, bewahre mein Leben vor des Feindes Schauer.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-064-001	019	PSA	064	002	Höre meine Stimme, Gott, in meiner Klage, bewahre mein Leben vor des Feindes Schauer.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-064-001	019	PSA	064	002	Dem Sangmeister. Ein Psalm Davids. Höre meine Stimme, Gott, in meiner Klage, bewahre mein Leben vor des Feindes Schauer.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-065-001	019	PSA	065	002	Dir, Gott, ist die Stille ein Lob auf Zion, und Dir bezahlt man Gelübde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-065-001	019	PSA	065	002	Dem Sangmeister. Ein Psalm von David. Ein Lied. Dir, Gott, ist die Stille ein Lob auf Zion, und Dir bezahlt man Gelübde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-065-001	019	PSA	065	002	Dir, Gott, ist die Stille ein Lob auf Zion, und Dir bezahlt man Gelübde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-065-001	019	PSA	065	002	Dem Sangmeister. Ein Psalm von David. Ein Lied. Dir, Gott, ist die Stille ein Lob auf Zion, und Dir bezahlt man Gelübde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-067-001	019	PSA	067	002	Gott, sei uns gnädig und segne uns, Er lasse Sein Angesicht leuchten bei uns. (Selah)
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-067-001	019	PSA	067	002	Dem Sangmeister. Zum Saitenspiel. Ein Psalm, ein Lied. Gott, sei uns gnädig und segne uns, Er lasse Sein Angesicht leuchten bei uns. (Selah)
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-067-001	019	PSA	067	002	Gott, sei uns gnädig und segne uns, Er lasse Sein Angesicht leuchten bei uns. (Selah)
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-067-001	019	PSA	067	002	Dem Sangmeister. Zum Saitenspiel. Ein Psalm, ein Lied. Gott, sei uns gnädig und segne uns, Er lasse Sein Angesicht leuchten bei uns. (Selah)
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-068-001	019	PSA	068	002	Gott mache Sich auf, lasse Seine Feinde sich zerstreuen und fliehen, die Ihn hassen, vor Seinem Angesicht.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-068-001	019	PSA	068	002	Dem Sangmeister. Von David, ein Psalm, ein Lied. Gott mache Sich auf, lasse Seine Feinde sich zerstreuen und fliehen, die Ihn hassen, vor Seinem Angesicht.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-068-001	019	PSA	068	002	Gott mache Sich auf, lasse Seine Feinde sich zerstreuen und fliehen, die Ihn hassen, vor Seinem Angesicht.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-068-001	019	PSA	068	002	Dem Sangmeister. Von David, ein Psalm, ein Lied. Gott mache Sich auf, lasse Seine Feinde sich zerstreuen und fliehen, die Ihn hassen, vor Seinem Angesicht.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-069-001	019	PSA	069	002	Rette mich, o Gott; denn bis an die Seele kommen mir die Wasser!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-069-001	019	PSA	069	002	Dem Sangmeister. Auf Schoschannim. Von David. Rette mich, o Gott; denn bis an die Seele kommen mir die Wasser!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-069-001	019	PSA	069	002	Rette mich, o Gott; denn bis an die Seele kommen mir die Wasser!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-069-001	019	PSA	069	002	Dem Sangmeister. Auf Schoschannim. Von David. Rette mich, o Gott; denn bis an die Seele kommen mir die Wasser!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-070-001	019	PSA	070	002	O Gott, komm schleunig mich zu erretten, Jehovah, mir beizustehen.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-070-001	019	PSA	070	002	Dem Sangmeister. Von David. Zum Andenken. O Gott, komm schleunig mich zu erretten, Jehovah, mir beizustehen.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-070-001	019	PSA	070	002	O Gott, komm schleunig mich zu erretten, Jehovah, mir beizustehen.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-070-001	019	PSA	070	002	Dem Sangmeister. Von David. Zum Andenken. O Gott, komm schleunig mich zu erretten, Jehovah, mir beizustehen.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-075-001	019	PSA	075	002	Wir bekennen Dich, o Gott, wir bekennen, daß nahe ist Dein Name; sie erzählen Deine Wunder.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-075-001	019	PSA	075	002	Dem Sangmeister nach Al Taschcheth. Ein Psalm, ein Lied von Asaph. Wir bekennen Dich, o Gott, wir bekennen, daß nahe ist Dein Name; sie erzählen Deine Wunder.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-075-001	019	PSA	075	002	Wir bekennen Dich, o Gott, wir bekennen, daß nahe ist Dein Name; sie erzählen Deine Wunder.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-075-001	019	PSA	075	002	Dem Sangmeister nach Al Taschcheth. Ein Psalm, ein Lied von Asaph. Wir bekennen Dich, o Gott, wir bekennen, daß nahe ist Dein Name; sie erzählen Deine Wunder.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-076-001	019	PSA	076	002	Bekannt in Jehudah ist Gott. In Israel ist groß Sein Name.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-076-001	019	PSA	076	002	Dem Singmeister mit Saitenspiel. Ein Psalm Asaphs, ein Lied. Bekannt in Jehudah ist Gott. In Israel ist groß Sein Name.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-076-001	019	PSA	076	002	Bekannt in Jehudah ist Gott. In Israel ist groß Sein Name.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-076-001	019	PSA	076	002	Dem Singmeister mit Saitenspiel. Ein Psalm Asaphs, ein Lied. Bekannt in Jehudah ist Gott. In Israel ist groß Sein Name.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-077-001	019	PSA	077	002	Meine Stimme ist zu Gott und ich schreie; meine Stimme ist zu Gott und Er nimmt mir es zu Ohren.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-077-001	019	PSA	077	002	Dem Sangmeister. Auf Jeduthun. Von Asaph, ein Psalm. Meine Stimme ist zu Gott und ich schreie; meine Stimme ist zu Gott und Er nimmt mir es zu Ohren.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-077-001	019	PSA	077	002	Meine Stimme ist zu Gott und ich schreie; meine Stimme ist zu Gott und Er nimmt mir es zu Ohren.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-077-001	019	PSA	077	002	Dem Sangmeister. Auf Jeduthun. Von Asaph, ein Psalm. Meine Stimme ist zu Gott und ich schreie; meine Stimme ist zu Gott und Er nimmt mir es zu Ohren.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-080-001	019	PSA	080	002	Hirt Israels, nimm zu Ohren, Der Du wie eine Herde Joseph geleitest, Der Du sitzest auf den Cheruben, strahle hervor!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-080-001	019	PSA	080	002	Dem Sangmeister. Auf Schoschannim Eduth. Ein Psalm Asaphs. Hirt Israels, nimm zu Ohren, Der Du wie eine Herde Joseph geleitest, Der Du sitzest auf den Cheruben, strahle hervor!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-080-001	019	PSA	080	002	Hirt Israels, nimm zu Ohren, Der Du wie eine Herde Joseph geleitest, Der Du sitzest auf den Cheruben, strahle hervor!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-080-001	019	PSA	080	002	Dem Sangmeister. Auf Schoschannim Eduth. Ein Psalm Asaphs. Hirt Israels, nimm zu Ohren, Der Du wie eine Herde Joseph geleitest, Der Du sitzest auf den Cheruben, strahle hervor!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-081-001	019	PSA	081	002	Jubelt dem Gott, unserer Stärke, jauchzet auf dem Gotte Jakobs.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-081-001	019	PSA	081	002	Dem Sangmeister. Auf der Githith. Von Asaph. Jubelt dem Gott, unserer Stärke, jauchzet auf dem Gotte Jakobs.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-081-001	019	PSA	081	002	Jubelt dem Gott, unserer Stärke, jauchzet auf dem Gotte Jakobs.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-081-001	019	PSA	081	002	Dem Sangmeister. Auf der Githith. Von Asaph. Jubelt dem Gott, unserer Stärke, jauchzet auf dem Gotte Jakobs.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-083-001	019	PSA	083	002	Gott sei dir nicht stille, schweige nicht, raste nicht, o Gott!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-083-001	019	PSA	083	002	Ein Lied, ein Psalm Asaphs. Gott sei dir nicht stille, schweige nicht, raste nicht, o Gott!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-083-001	019	PSA	083	002	Gott sei dir nicht stille, schweige nicht, raste nicht, o Gott!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-083-001	019	PSA	083	002	Ein Lied, ein Psalm Asaphs. Gott sei dir nicht stille, schweige nicht, raste nicht, o Gott!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-084-001	019	PSA	084	002	Wie lieblich sind Deine Wohnungen, o Jehovah der Heerscharen!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-084-001	019	PSA	084	002	Dem Sangmeister. Auf der Githith. Für die Söhne Korachs ein Psalm. Wie lieblich sind Deine Wohnungen, o Jehovah der Heerscharen!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-084-001	019	PSA	084	002	Wie lieblich sind Deine Wohnungen, o Jehovah der Heerscharen!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-084-001	019	PSA	084	002	Dem Sangmeister. Auf der Githith. Für die Söhne Korachs ein Psalm. Wie lieblich sind Deine Wohnungen, o Jehovah der Heerscharen!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-085-001	019	PSA	085	002	Du hattest Wohlgefallen an Deinem Land, Jehovah, hattest Jakobs Gefangenschaft zurückgewendet,
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-085-001	019	PSA	085	002	Dem Gesangmeister für die Söhne Korachs. Ein Psalm. Du hattest Wohlgefallen an Deinem Land, Jehovah, hattest Jakobs Gefangenschaft zurückgewendet,
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-085-001	019	PSA	085	002	Du hattest Wohlgefallen an Deinem Land, Jehovah, hattest Jakobs Gefangenschaft zurückgewendet,
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-085-001	019	PSA	085	002	Dem Gesangmeister für die Söhne Korachs. Ein Psalm. Du hattest Wohlgefallen an Deinem Land, Jehovah, hattest Jakobs Gefangenschaft zurückgewendet,
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-088-001	019	PSA	088	002	Jehovah, Gott meines Heils, bei Tag schreie ich, bei Nacht vor Dir!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-088-001	019	PSA	088	002	Ein Lied, ein Psalm für die Söhne Korachs. Dem Sangmeister auf Flöten zum Wechselsang. Unterweisung von dem Esrachiter Heman. Jehovah, Gott meines Heils, bei Tag schreie ich, bei Nacht vor Dir!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-088-001	019	PSA	088	002	Jehovah, Gott meines Heils, bei Tag schreie ich, bei Nacht vor Dir!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-088-001	019	PSA	088	002	Ein Lied, ein Psalm für die Söhne Korachs. Dem Sangmeister auf Flöten zum Wechselsang. Unterweisung von dem Esrachiter Heman. Jehovah, Gott meines Heils, bei Tag schreie ich, bei Nacht vor Dir!
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-089-001	019	PSA	089	002	Von Jehovahs Barmherzigkeit will ich ewiglich singen, will Deine Wahrheit zu wissen tun zu Geschlecht und Geschlecht mit meinem Munde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-089-001	019	PSA	089	002	Unterweisung von Ethan, dem Esrachiter. Von Jehovahs Barmherzigkeit will ich ewiglich singen, will Deine Wahrheit zu wissen tun zu Geschlecht und Geschlecht mit meinem Munde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-089-001	019	PSA	089	002	Von Jehovahs Barmherzigkeit will ich ewiglich singen, will Deine Wahrheit zu wissen tun zu Geschlecht und Geschlecht mit meinem Munde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-089-001	019	PSA	089	002	Unterweisung von Ethan, dem Esrachiter. Von Jehovahs Barmherzigkeit will ich ewiglich singen, will Deine Wahrheit zu wissen tun zu Geschlecht und Geschlecht mit meinem Munde.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-092-001	019	PSA	092	002	Gut ist es, den Jehovah zu bekennen, und Psalmen zu singen Deinem Namen, o Allerhöchster.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-092-001	019	PSA	092	002	Ein Psalm, ein Lied für den Sabbathtag. Gut ist es, den Jehovah zu bekennen, und Psalmen zu singen Deinem Namen, o Allerhöchster.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-092-001	019	PSA	092	002	Gut ist es, den Jehovah zu bekennen, und Psalmen zu singen Deinem Namen, o Allerhöchster.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-092-001	019	PSA	092	002	Ein Psalm, ein Lied für den Sabbathtag. Gut ist es, den Jehovah zu bekennen, und Psalmen zu singen Deinem Namen, o Allerhöchster.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-102-001	019	PSA	102	002	Jehovah, höre mein Gebet, und zu Dir komme mein Angstschrei.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-102-001	019	PSA	102	002	Gebet eines Elenden, der verzagt und vor Jehovah sein Sinnen ausschüttet. Jehovah, höre mein Gebet, und zu Dir komme mein Angstschrei.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-102-001	019	PSA	102	002	Jehovah, höre mein Gebet, und zu Dir komme mein Angstschrei.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-102-001	019	PSA	102	002	Gebet eines Elenden, der verzagt und vor Jehovah sein Sinnen ausschüttet. Jehovah, höre mein Gebet, und zu Dir komme mein Angstschrei.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-108-001	019	PSA	108	002	Mein Herz ist bereit, o Gott, ich will singen, will Psalmen singen, auch meine Herrlichkeit.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-108-001	019	PSA	108	002	Ein Lied, ein Psalm Davids. Mein Herz ist bereit, o Gott, ich will singen, will Psalmen singen, auch meine Herrlichkeit.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-108-001	019	PSA	108	002	Mein Herz ist bereit, o Gott, ich will singen, will Psalmen singen, auch meine Herrlichkeit.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-108-001	019	PSA	108	002	Ein Lied, ein Psalm Davids. Mein Herz ist bereit, o Gott, ich will singen, will Psalmen singen, auch meine Herrlichkeit.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-140-001	019	PSA	140	002	Reiß mich heraus, Jehovah, von dem bösen Menschen, vor dem Manne der Gewalttaten bewahre mich;
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-140-001	019	PSA	140	002	Dem Sangmeister. Ein Psalm Davids. Reiß mich heraus, Jehovah, von dem bösen Menschen, vor dem Manne der Gewalttaten bewahre mich;
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-140-001	019	PSA	140	002	Reiß mich heraus, Jehovah, von dem bösen Menschen, vor dem Manne der Gewalttaten bewahre mich;
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-140-001	019	PSA	140	002	Dem Sangmeister. Ein Psalm Davids. Reiß mich heraus, Jehovah, von dem bösen Menschen, vor dem Manne der Gewalttaten bewahre mich;
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	019-PSA-142-001	019	PSA	142	002	Ich schreie zu Jehovah mit meiner Stimme. Ich flehe mit meiner Stimme zu Jehovah.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	019-PSA-142-001	019	PSA	142	002	Eine Unterweisung von David, da er in der Höhle war; ein Gebet. Ich schreie zu Jehovah mit meiner Stimme. Ich flehe mit meiner Stimme zu Jehovah.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	019-PSA-142-001	019	PSA	142	002	Ich schreie zu Jehovah mit meiner Stimme. Ich flehe mit meiner Stimme zu Jehovah.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	019-PSA-142-001	019	PSA	142	002	Eine Unterweisung von David, da er in der Höhle war; ein Gebet. Ich schreie zu Jehovah mit meiner Stimme. Ich flehe mit meiner Stimme zu Jehovah.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Stan	041-MAR-016-009	041	MAR	016	009	Da Er aber am Morgen am ersten des Sabbaths war auferstanden, erschien Er zuerst der Maria von Magdala, von der Er sieben Dämonen ausgetrieben hatte.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Sta2	041-MAR-016-009	041	MAR	016	009	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Da Er aber am Morgen am ersten des Sabbaths war auferstanden, erschien Er zuerst der Maria von Magdala, von der Er sieben Dämonen ausgetrieben hatte.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	041-MAR-016-009	041	MAR	016	009	Da Er aber am Morgen am ersten des Sabbaths war auferstanden, erschien Er zuerst der Maria von Magdala, von der Er sieben Dämonen ausgetrieben hatte.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	041-MAR-016-009	041	MAR	016	009	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Da Er aber am Morgen am ersten des Sabbaths war auferstanden, erschien Er zuerst der Maria von Magdala, von der Er sieben Dämonen ausgetrieben hatte.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	043-JOH-003-015	043	JOH	003	015	Auf daß jeder, der an Ihn glaubt, nicht verloren werde, sondern das ewige Leben habe.
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aio2	043-JOH-003-015	043	JOH	003	015	Auf daß jeder, der an Ihn glaubt, nicht verloren werde, sondern das ewige Leben habe. (aiōnios g166)
Holy-Bible---German---German-Tafel-Bible	Sour txt != Aion	043-JOH-003-016	043	JOH	003	016	Denn also hat Gott die Welt geliebt, daß Er Seinen eingeborenen Sohn gab, auf daß jeder, der an Ihn glaubt, nicht verloren werde, sondern das ewige Leben habe.
