# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Korean---Korean-RV	LUK-023-034	누가복음 23:34	이에 예수께서 가라사대 `아버지여 저희를 사하여 주옵소서 자기의 하는 것을 알지 못함이니이다' 하시더라 저희가 그의 옷을 나눠 제비 뽑을쌔
Holy-Bible---Korean---Korean-RV	REV-021-002	요한계시록 21:2-3	또 내가 보매 거룩한 성 새 예루살렘이 하나님께로부터 하늘에서 내려오니 그 예비한 것이 신부가 남편을 위하여 단장한 것 같더라 내가 들으니 보좌에서 큰 음성이 나서 가로되 `보라, 하나님의 장막이 사람들과 함께 있으매 하나님이 저희와 함께 거하시리니 저희는 하나님의 백성이 되고 하나님은 친히 저희와 함께 계셔서
Holy-Bible---Korean---Korean-RV	HEB-011-008	히브리서 11:8	믿음으로 아브라함은 부르심을 받았을 때에 순종하여 장래 기업으로 받을 땅에 나갈새 갈 바를 알지 못하고 나갔으며
Holy-Bible---Korean---Korean-RV	EXO-013-017	출애굽기 13:17	바로가 백성을 보낸 후에 블레셋 사람의 땅의 길은 가까울지라도 하나님이 그들을 그 길로 인도하지 아니하셨으니 이는 하나님이 말씀하시기를 이 백성이 전쟁을 보면 뉘우쳐 애굽으로 돌아갈까 하셨음이라
Holy-Bible---Korean---Korean-RV	MAR-010-045	마가복음 10:45	인자의 온 것은 섬김을 받으려 함이 아니라 도리어 섬기려 하고 자기 목숨을 많은 사람의 대속물로 주려 함이니라'
Holy-Bible---Korean---Korean-RV	ROM-001-001	로마서 1:1	예수 그리스도의 종 바울은 사도로 부르심을 받아 하나님의 복음을 위하여 택정함을 입었으니
Holy-Bible---Korean---Korean-RV	MAT-028-019	마태복음 28:19	그러므로 너희는 가서 모든 족속으로 제자를 삼아 아버지와 아들과 성령의 이름으로 세례를 주고
Holy-Bible---Korean---Korean-Revised-Version	JOH-003-016	요한복음 3:16	하나님이 세상을 이처럼 사랑하사 독생자를 주셨으니 이는 저를 믿는 자마다 멸망치 않고 영생을 얻게 하려 하심이니라
Holy-Bible---Korean---Korean-Revised-Version	GEN-003-024	창세기 3:24	이같이 하나님이 그 사람을 쫓아 내시고 에덴 동산 동편에 그룹들과 두루 도는 화염검을 두어 생명나무의 길을 지키게 하시니라
Holy-Bible---Korean---Korean-Revised-Version	LUK-023-034	누가복음 23:34	이에 예수께서 가라사대 아버지여 저희를 사하여 주옵소서 자기의 하는 것을 알지 못함이니이다 하시더라 저희가 그의 옷을 나눠 제비 뽑을새
Holy-Bible---Korean---Korean-Revised-Version	REV-021-002	요한계시록 21:2-3	또 내가 보매 거룩한 성 새 예루살렘이 하나님께로부터 하늘에서 내려오니 그 예비한 것이 신부가 남편을 위하여 단장한 것 같더라 내가 들으니 보좌에서 큰 음성이 나서 가로되 보라 하나님의 장막이 사람들과 함께 있으매 하나님이 저희와 함께 거하시리니 저희는 하나님의 백성이 되고 하나님은 친히 저희와 함께 계셔서
Holy-Bible---Korean---Korean-Revised-Version	HEB-011-008	히브리서 11:8	믿음으로 아브라함은 부르심을 받았을 때에 순종하여 장래 기업으로 받을 땅에 나갈새 갈 바를 알지 못하고 나갔으며
Holy-Bible---Korean---Korean-Revised-Version	EXO-013-017	출애굽기 13:17	바로가 백성을 보낸 후에 블레셋 사람의 땅의 길은 가까울지라도 하나님이 그들을 그 길로 인도하지 아니하셨으니 이는 하나님이 말씀하시기를 이 백성이 전쟁을 보면 뉘우쳐 애굽으로 돌아갈까 하셨음이라
Holy-Bible---Korean---Korean-Revised-Version	MAR-010-045	마가복음 10:45	인자의 온 것은 섬김을 받으려 함이 아니라 도리어 섬기려 하고 자기 목숨을 많은 사람의 대속물로 주려 함이니라
Holy-Bible---Korean---Korean-Revised-Version	ROM-001-001	로마서 1:1	예수 그리스도의 종 바울은 사도로 부르심을 받아 하나님의 복음을 위하여 택정함을 입었으니
Holy-Bible---Korean---Korean-Revised-Version	MAT-028-019	마태복음 28:19	그러므로 너희는 가서 모든 족속으로 제자를 삼아 아버지와 아들과 성령의 이름으로 침례를 주고
Holy-Bible---Kosraean---Kosraean-Bible	JOH-003-016	John 3:16	Tuh God El lungse faclu ouinge: El ase Wen sefanna natul, tuh elos nukewa su lulalfongi in el fah tia misa, a elos fah eis moul ma pahtpat.
Holy-Bible---Kosraean---Kosraean-Bible	GEN-003-024	Genesis 3:24	Na ke layen kutulap in ima sac, El likiya cherub luo ac sie cutlass firir su pitukot pitukme nu yen nukewa. Ma inge ma in taran tuh kutena mwet in tia tuku apkuran nu ke sak in sang moul.
Holy-Bible---Kosraean---Kosraean-Bible	LUK-023-034	Luke 23:34	Jesus el fahk, “Papa, nunak munas nu selos, tuh elos tia etu ma elos oru uh.” Elos kitalik nuknuk lal inmasrlolos ke susfa.
Holy-Bible---Kosraean---Kosraean-Bible	REV-021-002	Fwackyuk 21:2-3	Ac nga liye Siti Mutal, Jerusalem sasu, oatui liki kusrao yurin God me, naweyukla tari oana sie mutan akola in osun nu sin mukul tumal ke pacl in marut uh. Ac nga lohng sie pusra lulap tuku liki tron ac fahk, “Inge, lohm sin God oan yurin mwet uh! El ac muta yorolos, ac elos fah mwet lal. God sifacna El ac fah muta yorolos ac El ac fah God lalos.
Holy-Bible---Kosraean---Kosraean-Bible	HEB-011-008	Hebrew 11:8	Lulalfongi lal Abraham pa oru el akos ke God El tuh pangnol elan som nu in sie facl su God El tuh wuleang mu El ac sang nu sel. El tuh som liki facl sel ac tia etu lah el ac som nu ya.
Holy-Bible---Kosraean---Kosraean-Bible	EXO-013-017	Exodus 13:17	Pacl se ke tokosra lun Egypt el fuhlela mwet uh in som, God El tia usalos ke inkanek soko ma ut weacn uh nu Philistia, finne pa fototo uh. God El fahk mu, “Nga tia lungse mwet uh in ekulla nunak lalos ac folok nu Egypt ke elos liye lah elos ac enenu in mweuni mwet lokoalok lalos.”
Holy-Bible---Kosraean---Kosraean-Bible	MAR-010-045	Mark 10:45	Finne Wen nutin Mwet, el tia tuku tuh in kulansupweyuk el; a el tuku in kulansap ac sang moul lal in molela mwet puspis.”
Holy-Bible---Kosraean---Kosraean-Bible	ROM-001-001	Rome 1:1	Ma sel Paul, mwet kulansap lun Christ Jesus, ac sie mwet sap su God El sulela ac pangon in fahkak Pweng Wo lal.
Holy-Bible---Kosraean---Kosraean-Bible	MAT-028-019	Matthew 28:19	Ke ma inge kowos som nu yurin mwet in mutunfacl nukewa fin faclu, ac oru tuh elos in mwet tumuk lutlut: baptaiselos Inen Papa, Wen, ac Ngun Mutal,
Holy-Bible---Koya---Koya-Bible	JOH-003-016	ଯୋହନ୍‌‌ 3:16	ବାତେଙ୍କ୍ ଇତ୍‍କେ ଇଶ୍ୱର୍ ଜଗତ୍‍ତିଙ୍କ୍ ଇସର୍ ପ୍ରେମ ମାଡ଼୍‍ତଣ୍ଡ୍ ଯେ, ଅଣ୍ଡ୍‌ ନିଜେତ୍ ଅଦ୍ୱିତିୟ ମାର୍‍ଦିଙ୍କ୍ ଦାନ ହିତ୍‍ତଣ୍ଡ୍, ବେଦ୍‍ପୁଟୁଙ୍କ୍ ବେନଆଇ ଅନ୍‌‍ଆଗେ ବିଶ୍ୱାସ୍ ମାଡ଼ିତନ୍, ଅଣ୍ଡ୍‌ ବିନଷ୍ଟ ଆୟ୍‍ୟକଟ ସାରେଦିନାତ୍ ଜିୱୁନ୍ ଦର୍ସିକିତନ୍ ।
Holy-Bible---Koya---Koya-Bible	GEN-003-024		
Holy-Bible---Koya---Koya-Bible	LUK-023-034	ଲୁକ 23:34	ଆସୁଙ୍କ୍ ଜିସୁ କେତ୍ତଣ୍ଡ୍, “ବାବା ଇଡ଼କିଙ୍କ୍ କ୍ଷମା ମାଡ଼ା, ବାତେଙ୍କ୍ ଇତ୍କେ ଇଡ଼୍ ବାତ୍ ମାଡ଼ୁତଡ଼୍ ଆଦ୍ ପୁନଡ଼୍ ।” ମେଣ୍ଡେ ଅଡ଼୍‌‍ ଜିସୁନ୍ ଚକାତିଙ୍କ୍ ତୁସାନ୍ ମାଇଦିଙ୍କ୍ ଗୁଲିବାଣ୍ଟ ମାଡ଼୍‍ତଡ଼୍ ।
Holy-Bible---Koya---Koya-Bible	REV-021-002	ପ୍ରକାଶିତ୍‌ ବାକ୍ୟ 21:2-3	ମେଣ୍ଡେ ୱେରଡ଼୍‍ ପବିତ୍ର ନାର୍, ପୁଃନାଦ୍ ଯିରୁଶାଲେମ୍‍, ପିକିଡ଼୍‍ ଲେକାମ୍ ତିଆର୍ ଆସ୍ ସ୍ୱର୍ଗତାଗାଙ୍କ୍ ଇଶ୍ୱର୍‌ତାଗାଙ୍କ୍ ପୃତିବିତେ ପରୁଙ୍କ୍ ଡ଼ିଇଗ୍‍ନାଦ୍‍ ଉଡ଼୍‍ତାନ୍‍ । ମେଣ୍ଡେ ସ୍ୱର୍ଗସିଂହାସନ୍‌ ତାଗାଙ୍କ୍ ୱେରଡ଼୍ ଗଟ୍ କେତ୍‍ତଡ଼୍, “ଇଞ୍ଜେ ଇଶ୍ୱର୍‌ତାଗ୍‍ ମାନ୍ଦାନ୍ ନାରୁଡ଼୍ ଲୋପେ; ଅଣ୍ଡ୍‌ ଅଡ଼୍‌‍ ତୋଡ଼୍ ମାନ୍‍ତନ୍ ନୁ ଅଡ଼୍‌‍ ତାନ୍ ନିଜେତେ ନାରୁଡ଼୍ ଆଦ୍‍ତଡ଼୍ । ଇଶ୍ୱର୍ ଅଡ଼୍‌‍ତଡ଼୍ ମାନ୍‍ତନ୍ ନୁ ଅଡ଼୍‌‍ ଇଶ୍ୱର୍‍ ଆଦ୍‍ତନ୍ ।
Holy-Bible---Koya---Koya-Bible	HEB-011-008	ଏବ୍ରୀ 11:8	ଇଶ୍ୱର ଅବ୍ରାହାମ୍‌ତିଙ୍କ୍‍ ଅରଟ୍ ଦେଶ୍‌ ଇତାନ୍‌ଇଞ୍ଜ ଅରଟ୍‌ ମାଟା ୱିଡ୍‌ସିମାତେ, ଆ ଦେଶତାଗ୍‌ ଆଦାନଙ୍କ୍‌ ମାଇଦିଙ୍କ ଅଣ୍ଡ୍‌‌ ଆସୁଙ୍କ ଅଙ୍କ୍‌‌ କାର୍‌ଙ୍ଗ୍‌ତଣ୍ଡ୍‌, ଆସୁଙ୍କ୍‌ ଅବ୍ରାହାମ୍‌ ବିଶ୍ୱାସ୍‌ତେ ଇଶ୍ୱରନ୍ ମାଟାତିନ୍‌ ମାନେମ୍‌ ଆସ୍‌ମାତଣ୍ଡ୍, ଅଣ୍ଡ୍‌‌ ବେ ଆଦୁତଣ୍ଡ୍‌ ଆଦ୍‌ ପୁନ୍‌ୱା କଞ୍ଚ୍ ମେଣ୍ଡେ ତାନାଦ୍‌ ଦେଶ ୱିଡ଼୍‍ସି ଆତଣ୍ଡ୍‌ ।
Holy-Bible---Koya---Koya-Bible	EXO-013-017		
Holy-Bible---Koya---Koya-Bible	MAR-010-045	ମାର୍କ 10:45	ନାରୁଡ଼୍‌ ପିଲେଆନ୍ତେ ସେବା ପାହେମ୍‍ ଆଦାଙ୍କ୍‍ ୱାଡ଼ଣ୍ଡ୍, କିନ୍ତୁ ସେବା ମାଡ଼ାଙ୍କ୍‍ ନୁ ସାରେତଡ଼୍‍ ମୁକ୍ତିତେ ମୁଲ୍ୟ ଲେକାମ୍‍ ନିଜର୍‍ ଜିୱୁନ୍‍ ଉସର୍ଗ ମାଡ଼ଙ୍କ୍‍ ୱାସ୍‍ମିନ୍ଦ୍‍ଦେଣ୍ଡ୍‍ ।”
Holy-Bible---Koya---Koya-Bible	ROM-001-001	ରୋମୀୟ 1:1	ପାଉଲ୍, କ୍ରିଷ୍ଟ ଜିସୁନ୍ ଦାସ ନୁ କାର୍‍ଙ୍ଗି ୱାତ୍‍ତେନଣ୍ଡ୍ ୱେରଣ୍ଡ୍ ପ୍ରେରିତ୍, ମେଣ୍ଡେ ଇଶ୍ୱର୍ ତାନ୍ ମାର୍‌ ମାନ୍‍ ପ୍ରବୁ ଜିସୁ କ୍ରିଷ୍ଟନ୍ ବିଷୟ୍‍ତେ ନିଜେତାଦ୍ ଆଦ୍ ସୁସମାଚାର୍ ମାୟ୍‍ଦିଙ୍କ୍ ଲେକ୍‍ତାଦ୍ ପାଉଲ୍‍ତେ ଚିଟି,
Holy-Bible---Koya---Koya-Bible	MAT-028-019	ମାତିଉ 28:19	ମେଣ୍ଡେ ମିଡ଼୍‍ଆଞ୍ଜ୍ ସାରେ ଜାତିତ୍‍ ନାରୁଡ଼୍ ଆଞ୍ଜ୍ ଅଡ଼୍‌‍କିଂଙ୍କ୍ ନା ଶିଷ୍ୟ ମାଡ଼ାଟ୍ । ବାବାଲ୍, ମାର୍‍ ନୁ ପବିତ୍ର ଆତ୍ମା ପେଦେର୍‍ତେ ଅଡ଼୍‌‍କିଂଙ୍କ୍ ବାପ୍ତିସ୍ମ ହିମୁଟ୍
Holy-Bible---Kuhane---Kuhane-Bible	JOH-003-016	Johani 3:16	Kakuli Ireeza ava saki ahulu inkanda, mane avahi Mwanakwe yenke, ili kuti yense yo zumina kwakwe kate afwe kono kave nivuhalo vusamani.
Holy-Bible---Kuhane---Kuhane-Bible	GEN-003-024		
Holy-Bible---Kuhane---Kuhane-Bible	LUK-023-034	Luka 23:34	Jesu chacho, “Tayo Uva kwatile, ka kuti kabezi ziva tenda”. Chiva li aluhanyeza zi zwata za kwe cho ku laula.
Holy-Bible---Kuhane---Kuhane-Bible	REV-021-002	Insinulo 21:2-3	Chinabona muleneñi, Jerusalema muhya, kuti chilizwa mukati kewulu kuzwa kwe Ireeza, yolibakanya sina museswa yolilotuseza muhyabwe. Nibazuwi inzwi inkando lizwa hachihuna licho, “Bone! Chibaka chabwikalo bwa Ireeza chinakubantu, imi mwahale nabo. Kababe bantu bakwe, imi Ireeza iyemwine kabenabo imi kabe Ireeza wabo.
Holy-Bible---Kuhane---Kuhane-Bible	HEB-011-008	Maheberu 11:8	Ibali chetumelo kuti Abrahama, chosumpwa, abakuteki ni kuzwa nakaya kwabali kukatambwila kuyola chanda. Abazwi nakaya, nasezi kuti ukaya kuhi.
Holy-Bible---Kuhane---Kuhane-Bible	EXO-013-017		
Holy-Bible---Kuhane---Kuhane-Bible	MAR-010-045	Mareka 10:45	Mukuti Mwana Muntu kena avakezi ku kutendelwa, kono kukutenda, ni kwiza kuha vuhalo bwakwe kulukulula vaangi.”
Holy-Bible---Kuhane---Kuhane-Bible	ROM-001-001	Maroma 1:1	Paulusi, muhikana wa Jesu Kreste, yava sumpwa kuva mu Apositola, niku kauhanyezwa hembali che ivangeli ye Ireeza.
Holy-Bible---Kuhane---Kuhane-Bible	MAT-028-019	Mateu 28:19	Linu muyende, muka pange balutwani ba machaba onse. Mu ba kolobeze mwi ziina lya Tayo, lya Mwana mane ni lya Luhuho lu Jolola.
Holy-Bible---Kurama---Kurama-Akurumi-Bible	JOH-003-016		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	GEN-003-024		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	LUK-023-034		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	REV-021-002		 
Holy-Bible---Kurama---Kurama-Akurumi-Bible	HEB-011-008	aBiraniyawa 11:8	Wərike une wo iruwa, Ibirahem sa ˂akagaaseke-wo niya ne aninkaa sa uta unanke a ukpaa acuge hawo, ˂ukuyane apuwa sa ⁺akunan kewo, ⁺uduura ne ukuna ˂ukutiya-wo tiya sa ˂ukuyaaze ne.
Holy-Bible---Kurama---Kurama-Akurumi-Bible	EXO-013-017		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	MAR-010-045		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	ROM-001-001		
Holy-Bible---Kurama---Kurama-Akurumi-Bible	MAT-028-019		
Holy-Bible---Kurdish---Sorani-Bible	JOH-003-016	یۆحەنا 3:16	لەبەر ئەوەی خودا ئەوەندە جیهانی خۆشویست، تەنانەت کوڕە تاقانەکەی بەختکرد، تاکو هەرکەسێک باوەڕی پێ بهێنێت لەناو نەچێت، بەڵکو ژیانی هەتاهەتایی هەبێت،
Holy-Bible---Kurdish---Sorani-Bible	GEN-003-024	پەیدابوون 3:24	دوای ئەوەی مرۆڤی دەرکرد، بۆ پاسەوانی ڕێگای درەختی ژیان لە دیوی ڕۆژهەڵاتی باخچەی عەدەن کەڕوبەکانی دانا، لەگەڵ شمشێری گڕدار کە بە هەموو لایەکدا دەسووڕایەوە.
Holy-Bible---Kurdish---Sorani-Bible	LUK-023-034	لۆقا 23:34	عیساش فەرمووی: «باوکە، لێیان خۆشبە، چونکە نازانن چی دەکەن.» ئینجا بە تیروپشک جلەکانیان دابەش کرد.
Holy-Bible---Kurdish---Sorani-Bible	REV-021-002	ئاشکراکردن 21:2-3	شارە پیرۆزەکەش، ئۆرشەلیمی نوێم بینی لە ئاسمانەوە لەلایەن خوداوە دەهاتە خوارەوە، وەک بووکێکی ڕازاوە بۆ زاواکەی ئامادە کرابێت. گوێم لە دەنگێکی گەورە بوو لە تەختەکەوە فەرمووی: «ئەوەتا نشینگەی خودا لەگەڵ خەڵک، ئەویش لەگەڵیان نیشتەجێ دەبێت. ئەوانیش دەبن بە گەلی ئەو، خودا خۆی لەگەڵیاندایە و دەبێتە خودای ئەوان.
Holy-Bible---Kurdish---Sorani-Bible	HEB-011-008	عیبرانییەکان 11:8	بە باوەڕ کاتێک ئیبراهیم بانگکرا بچێتە ئەو شوێنەی خەریک بوو بە میرات وەریبگرێت، گوێڕایەڵ بوو و ڕۆیشت، هەرچەندە نەیدەزانی بۆ کوێ دەچێت.
Holy-Bible---Kurdish---Sorani-Bible	EXO-013-017	دەرچوون 13:17	ئەوە بوو کە فیرعەون ڕێی دا گەلەکە بڕۆن، خودا ڕێنمایی نەکردن بۆ ڕێگای خاکی فەلەستییەکان، لەگەڵ ئەوەی نزیکیش بوو، چونکە خودا فەرمووی: «نەوەک گەل پەشیمان ببنەوە کاتێک شەڕ ببینن و بگەڕێنەوە بۆ میسر.»
Holy-Bible---Kurdish---Sorani-Bible	MAR-010-045	مەرقۆس 10:45	چونکە تەنانەت کوڕی مرۆڤیش نەهاتووە تاکو خزمەت بکرێت، بەڵکو خزمەت بکات و ژیانی خۆی بەخت بکات بۆ کڕینەوەی خەڵکێکی زۆر.»
Holy-Bible---Kurdish---Sorani-Bible	ROM-001-001	ڕۆما 1:1	لە پۆڵسی بەندەی عیسای مەسیحەوە کە خودا وەک نێردراوێک بانگی کرد و تەرخانی کرد بۆ ڕاگەیاندنی مزگێنییەکەی،
Holy-Bible---Kurdish---Sorani-Bible	MAT-028-019	مەتا 28:19	کەواتە بڕۆن، هەموو نەتەوەکان بکەنە قوتابی، بە ناوی باوک و کوڕ و ڕۆحی پیرۆز لە ئاویان هەڵبکێشن،
Holy-Bible---Kutu---Kutu-Bible	JOH-003-016	Yohana 3:16	Avo, Mulungu kawanogela wanhu wa mwiisi mbaka kamulava Mwanage yeli yaiyeka, muladi munhu yoyose yonda yamtogole sekeyapotele lakini yawe na ugima wa mazuwa gose.
Holy-Bible---Kutu---Kutu-Bible	GEN-003-024		
Holy-Bible---Kutu---Kutu-Bible	LUK-023-034	Luka 23:34	Yesu kalonga, “Tata, gela kumgongo nzambi zao, kwavija hawakijuwa kiwotenda.” Waigolela viwalo vake kwa kubwanha simbi.
Holy-Bible---Kutu---Kutu-Bible	REV-021-002	Ugubulo 21:2-3	Nyona buga ding'alile, Yelusalemu ya sambi, dihumuluka kulawa kuulanga. Dikala ditandigwe vinogile kamba mtwanzi yosoligwa viyohambigwa yakaiting'hane na mkasano wake. Abaho mhulika sauti ng'hulu kulawa kukigoda cha undewa, “Sambi kae ya Mulungu ya hamoja na wanhu! Kokala nao, na wao wokuwa wanhu zake. Mulungu mwenyego kokuwa nao. Nayo kokuwa Mulungu wao.
Holy-Bible---Kutu---Kutu-Bible	HEB-011-008	Waebulania 11:8	Kwa kutamanila, Abulahamu kamtegeleza Mulungu viyamkemile yachole mwiisi ija iyamulongele yahamgwelele iwe yake. Kasegela mwiisi yake mwenyego na kachola kuja hakujuwile.
Holy-Bible---Kutu---Kutu-Bible	EXO-013-017		
Holy-Bible---Kutu---Kutu-Bible	MAR-010-045	Maluko 10:45	Kwavija Mwana wa Munhu hezile kusang'hanilwa, lakini keza kuwasang'hanila wanhu na kuulava ugima wake kwa kuwakombola wanhu wengi.”
Holy-Bible---Kutu---Kutu-Bible	ROM-001-001	Walumi 1:1	Niye Paulo, na mtumwa wa Yesu Kilisito na mtumigwa, nisaguligwe na ng'hemigwe na Mulungu niwapetele wanhu Mbuli yake Inogile.
Holy-Bible---Kutu---Kutu-Bible	MAT-028-019	Matayo 28:19	Avo gendeni mkawatende wanhu wa isi zose wawe wanahina zangu, muwabatize kwa twaga da Tata na Mwana na Loho Yang'alile,
Holy-Bible---Kuturmi---Kuturmi-Bible	JOH-003-016		
Holy-Bible---Kuturmi---Kuturmi-Bible	GEN-003-024		
Holy-Bible---Kuturmi---Kuturmi-Bible	LUK-023-034	Iluk 23:34	Iyesu kasani, “Ɛkpɛri, pʊnamɔ ʊyamɔ ngɛ, kii ɛnɛ kpɛrhimɔ imisini akʊsa.” Aka kǝkaa igbɛ ngɛ kǝ fer atari orong iyaa nʊ kpara ikina ni.
Holy-Bible---Kuturmi---Kuturmi-Bible	REV-021-002		 
Holy-Bible---Kuturmi---Kuturmi-Bible	HEB-011-008		
Holy-Bible---Kuturmi---Kuturmi-Bible	EXO-013-017		
Holy-Bible---Kuturmi---Kuturmi-Bible	MAR-010-045		
Holy-Bible---Kuturmi---Kuturmi-Bible	ROM-001-001		
Holy-Bible---Kuturmi---Kuturmi-Bible	MAT-028-019		
Holy-Bible---Kuvi---Kuvi-Bible	JOH-003-016	ଜହ ୩:୧୬	ଇଚିହିଁ ମାହାପୂରୁ ଦାର୍‌ତିତି ଏଚେକା ଜୀୱୁ ନ଼ତେସି, ଏ଼ୱାସି ତାନି ରଣ୍ତିଏ ମୀର୍‌ଏଣାଇଁ ଦା଼ନା ହୀତେସି, ଏ଼ନିଇଚିହିଁ ଏ଼ୱାଣି ତା଼ଣା ନାମିନାସି ନା଼ସା ଆ଼ଆନା କା଼ଲାକା଼ଲାତି ଜୀୱୁ ବେଟା ଆ଼ନେସି ।
Holy-Bible---Kuvi---Kuvi-Bible	GEN-003-024		
Holy-Bible---Kuvi---Kuvi-Bible	LUK-023-034	ଲୂକ ୨୩:୩୪	ଏଚିବେ଼ଲା ଜୀସୁ ଏଲେଇଚେସି, “ଏ଼ ଆ଼ବା ଏ଼ୱାରି ଦ଼ହ ଆହ୍‌ଆନି, ଇଚିହିଁ ଏ଼ୱାରି ଏ଼ନାଆଁ କିହିମାନେରି ଏ଼ଦାଆଁ ପୁଞ୍ଜାହିଲଅରି ।” ଅ଼ଡ଼େ ଏ଼ୱାରି ଏ଼ୱାଣି ହିମ୍ବରି ବା଼ଟିକିହାଲି ପାଦି କିତେରି ।
Holy-Bible---Kuvi---Kuvi-Bible	REV-021-002	ୱେ଼ ବ଼ଲୁ ୨୧:୨-୩	ଅ଼ଡ଼େ ନା଼ନୁ ସୁଦୁ ଗା଼ଡ଼ା ଇଚିହିଁ ପୁଃନି ଜିରୁସାଲମତା ତାନି ବୀହା ଆ଼ନି ଡକ୍ରାଇଁ ବେଟାଆୟାଲି ତିୟାରା ଆ଼ହାମାନି ଡ଼ାଆ ମା଼ଙ୍ଗାଲେହେଁ ଲାକପୂରୁଟି ମାହାପୂରୁ ତା଼ଣାଟି ରେ଼ଚାୱାହି ମାଚାଣି ମେସ୍ତେଏଁ । ଅ଼ଡ଼େ ନା଼ନୁ ସିଂଗାସାଣିଟି ର଼ କାଜା ହା଼ଡା ଏଲେ ଇଞ୍ଜିମାଚାଣି ୱେଚେଏଁ, “ମେହ୍‌ଦୁ ମାଣ୍‌ସିୟାଁ ତା଼ଣା ମାହାପୂରୁତି ବାସାଟା଼ୟୁ ମାନେ, ଏ଼ୱାସି ଏ଼ୱାରିତଲେ ବାସା ଆ଼ନେସି, ଇଞ୍ଜାଁ ଏ଼ୱାରି ଏ଼ୱାଣି ଲ଼କୁ ଆ଼ନେରି,
Holy-Bible---Kuvi---Kuvi-Bible	HEB-011-008	ଏବ୍ରି ୧୧:୮	ନାମୁଟି ଅବ୍ରାହାମ ମାହାପୂରୁ ତା଼ଣାଟି ହା଼ଟ୍‌କି ଆ଼ହାଲିଏ, ଆମିନି ଦେ଼ସା ଏ଼ୱାସି ବେଟାଆ଼ହାଲି ହାଜିମାଚେସି, କାତା ମା଼ନୱି ଆ଼ହାନା ଏମ୍ବାଆଁ ହାଜାଲି ହ଼ତେସି, ଏ଼ୱାସି ଏମ୍ବିୟା ହାଜିମାନେସି, ଏ଼ଦାଆଁ ଏ଼ୱାସି ପୁନାଆନା ଜିକେଏ ହ଼ଚାହାଚେସି ।
Holy-Bible---Kuvi---Kuvi-Bible	EXO-013-017		
Holy-Bible---Kuvi---Kuvi-Bible	MAR-010-045	ମାର୍କ ୧୦:୪୫	ଇଚିହିଁ ମାଣ୍‌ସି ମୀର୍‌ଏସି ଜିକେଏ ସେ଼ବା ବେଟାଆ଼ହାଲି ୱା଼ହାହିଲଅସି, ସାମା ସେ଼ବା କିହାଲି ଇଞ୍ଜାଁ ହା଼ରେକା ଲ଼କୁଣି ପା଼ପୁଟି ପିସ୍‌ପି କିହାଲିତାକି ତାନି ଜୀୱୁ ହୀହାଲି ୱା଼ହାମାନେସି ।”
Holy-Bible---Kuvi---Kuvi-Bible	ROM-001-001	ରମି ୧:୧	କ୍ରୀସ୍ତ ଜୀସୁତି ହ଼ଲେଏସି ଅ଼ଡ଼େ ମାହାପୂରୁ ହୀହାମାନି ନେହିଁ ବ଼ଲୁ ୱେ଼କ୍‌ହାଲି ପାଣ୍ତ୍‌ୱି ଆ଼ହାଁ ଆ଼ଚାନା ହା଼ଟ୍‌କି ଆ଼ହାମାନି ସୀସୁ ପା଼ୱୁଲତି ଆ଼କୁ ।
Holy-Bible---Kuvi---Kuvi-Bible	MAT-028-019	ମାତି ୨୮:୧୯	ଏ଼ଦାଆଁତାକି ମୀରୁ ହାଜାନା ବାରେ କୂଡ଼ାତି ଲ଼କୁଣି ଆ଼ବା, ମୀର୍‌ଏସି ଅ଼ଡ଼େ ସୁଦୁଜୀୱୁ ଦ଼ରୁଟି ବାପ୍ତିସ୍ମ ହୀହାନା,
Holy-Bible---Latin---Clementine-Vulgate-1598	JOH-003-016	Iohannem 3:16	Sic enim Deus dilexit mundum, ut Filium suum unigenitum daret: ut omnis qui credit in eum, non pereat, sed habeat vitam æternam.
Holy-Bible---Latin---Clementine-Vulgate-1598	GEN-003-024	Genesis 3:24	Ejecitque Adam: et collocavit ante paradisum voluptatis cherubim, et flammeum gladium, atque versatilem, ad custodiendam viam ligni vitæ.
Holy-Bible---Latin---Clementine-Vulgate-1598	LUK-023-034	Lucam 23:34	Jesus autem dicebat: Pater, dimitte illis: non enim sciunt quid faciunt. Dividentes vero vestimenta ejus, miserunt sortes.
