# File Name: SKIPPED.txt
# File Size: 1878046     
# File Date: 12/28/2025 10:21:19
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---French---French-LXX-TheoTex	024	JER	026	027	
Holy-Bible---French---French-LXX-TheoTex	024	JER	028	049	
Holy-Bible---French---French-LXX-TheoTex	024	JER	030	023	
Holy-Bible---French---French-LXX-TheoTex	024	JER	032	013	
Holy-Bible---French---French-LXX-TheoTex	024	JER	032	015	
Holy-Bible---French---French-LXX-TheoTex	024	JER	034	002	
Holy-Bible---French---French-LXX-TheoTex	024	JER	034	008	
Holy-Bible---French---French-LXX-TheoTex	024	JER	034	014	
Holy-Bible---French---French-LXX-TheoTex	024	JER	034	018	
Holy-Bible---French---French-LXX-TheoTex	024	JER	034	022	
Holy-Bible---French---French-LXX-TheoTex	024	JER	036	021	
Holy-Bible---French---French-LXX-TheoTex	024	JER	037	012	
Holy-Bible---French---French-LXX-TheoTex	024	JER	037	016	
Holy-Bible---French---French-LXX-TheoTex	024	JER	037	023	
Holy-Bible---French---French-LXX-TheoTex	024	JER	046	014	
Holy-Bible---French---French-LXX-TheoTex	024	JER	052	004	
Holy-Bible---French---French-LXX-TheoTex	024	JER	052	016	
Holy-Bible---French---French-LXX-TheoTex	024	JER	052	031	
Holy-Bible---French---French-LXX-TheoTex	025	LAM	003	025	
Holy-Bible---French---French-LXX-TheoTex	025	LAM	003	030	
Holy-Bible---French---French-LXX-TheoTex	026	EZE	001	015	
Holy-Bible---French---French-LXX-TheoTex	026	EZE	027	032	
Holy-Bible---French---French-LXX-TheoTex	026	EZE	032	020	
Holy-Bible---French---French-LXX-TheoTex	026	EZE	033	027	
Holy-Bible---French---French-LXX-TheoTex	026	EZE	040	031	
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	024	Et ils marchèrent au milieu des flammes, chantant Dieu et bénissant le Seigneur.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	025	Et Azarias, debout, pria ainsi, et ayant ouvert la bouche au milieu des flammes :
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	026	Béni soyez-vous, dit-il, Seigneur Dieu de nos pères, soyez loué ; que votre nom soit glorifié dans tous les siècles !
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	027	Car vous êtes juste en toutes les choses que vous avez faites ; toutes vos œuvres sont vraies, vos voies sont droites, et tous vos jugements sont vérité.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	028	Et vous avez fait des jugements équitables dans tous les maux que vous avez amenés contre nous et contre Jérusalem, ville sainte de nos pères, puisque vous avez fait toutes ces choses en vérité et en justice, à cause de nos péchés.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	029	Car nous avons péché, nous nous sommes égarés en nous éloignant de vous, et nous avons failli en toutes choses. Nous avons été indociles à vos commandements.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	030	Nous ne les avons pas observés ; nous n’avons point fait comme vous nous l’aviez prescrit pour que nous fussions heureux.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	031	Et tout ce que vous avez amené contre nous, tout ce que vous nous avez fait, vous l’avez fait en justice et en vérité.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	032	Et vous nous avez livrés aux mains d’ennemis pervers, d’infidèles abominables, d’un roi inique et le plus méchant de toute la terre.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	033	Et maintenant il ne nous est plus permis d’ouvrir la bouche ; nous sommes un sujet de confusion et d’opprobre pour ceux qui vous servent et vous adorent.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	034	Pour l’amour de votre nom, ne nous livrez pas à jamais ; ne rompez pas votre alliance.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	035	Ne détournez pas de nous votre miséricorde, en considération d’Abraham, votre bien-aimé, d’Isaac, votre serviteur, de Jacob, votre saint,
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	036	A qui vous avez promis de multiplier leur postérité autant que les étoiles du ciel et que le sable du rivage de la mer.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	037	Seigneur, nous sommes les moindres en nombre, parmi toutes les nations, et nous sommes humiliés aujourd’hui dans toute la terre, à cause de nos péchés.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	038	Et dans le temps présent il n’y a plus pour nous ni chef, ni prophète, ni roi, ni holocaustes, ni sacrifices, ni oblations, ni encens, ni de lieu où nous puissions porter les prémices de nos fruits en votre présence, et obtenir votre miséricorde.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	039	Mais l’âme contrite et l’esprit humilié, puissions-nous être accueillis de vous, comme un holocauste de béliers et de taureaux, comme l’oblation de dix mille agneaux gras,
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	040	Et qu’il arrive jusqu’à vous ! car ceux qui ont confiance en vous ne seront jamais confondus.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	041	Et maintenant, nous nous consacrons à vous de tout notre cœur, nous vous craignons, et nous cherchons votre visage.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	042	Ne nous couvrez pas de honte ; mais traitez-nous selon votre mansuétude et selon l’abondance de votre miséricorde.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	043	Délivrez-nous par un de vos prodiges, et donnez la gloire à votre nom, ô Seigneur !
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	044	Et qu’ils tremblent tous ceux qui font connaître ces maux à vos serviteurs ; qu’ils soient humiliés par votre toute-puissance, et que toute leur force soit brisée
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	045	Qu’ils sachent que vous êtes le Seigneur, le seul Dieu, le Dieu de gloire qui règne sur toute la terre.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	046	Cependant les serviteurs du roi qui les avaient jetés dans la fournaise ne cessaient pas d’y brûler du naphte et de la poix, des étoupes et du sarment.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	047	Et la flamme s’élevait au-dessus de la fournaise à quarante-neuf coudées ;
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	048	Et elle se promena, et brûla ceux des Chaldéens qu’elle trouva autour de la fournaise.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	049	Et l’ange du Seigneur descendit en même temps vers ceux qui étaient dans la fournaise avec Azarias, et il secoua la flamme hors de la fournaise.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	050	Et il fit souffler au milieu de la fournaise comme un vent chargé de rosée ; et le feu ne les atteignit aucunement, et il ne leur fit point de mal, et même il ne les incommoda point.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	051	Alors tous les trois se mirent à chanter d’une seule voix, et ils glorifièrent Dieu, et ils le bénirent du fond de la fournaise, disant :
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	052	Soyez béni, Seigneur Dieu de nos pères ; soyez loué et infiniment exalté dans tous les siècles ! Que béni soit votre nom saint et glorieux ; qu’il soit célébré, qu’il soit exalté dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	053	Vous êtes béni dans le temple de votre gloire sainte ; vous êtes au-dessus de toute louange et de toute gloire dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	054	Vous êtes béni sur le trône de votre royauté ; vous êtes infiniment loué et exalté dans tous les siècles !
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	055	Vous êtes béni, vous qui regardez les abîmes, vous qui êtes assis sur les chérubins ; vous êtes infiniment loué et exalté dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	056	Vous êtes béni dans le firmament du ciel ; vous êtes chanté et glorifié dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	057	Œuvres du Seigneur, bénissez toutes le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	058	Anges du Seigneur, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	059	Cieux, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	060	Eaux de la terre, eaux du ciel, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	061	Armées du Seigneur, bénissez toutes le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	062	Soleil et lune, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	063	Étoiles du ciel, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	064	Pluie et rosée, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	065	Vents, bénissez tous le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	066	Feu et chaleur, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	067	Froidures (de l’hiver) et canicules (de l’été), bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	068	Rosées et neiges, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	069	Glace et froid, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	070	Gelées et neiges, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	071	Nuits et jours, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	072	Lumière et ténèbres, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	073	Éclairs et nuées, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	074	Que la terre bénisse le Seigneur ; qu’elle le chante, qu’elle l’exalte infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	075	Monts et collines, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	076	Plantes de la terre, bénissez toutes le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	077	Fontaines, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	078	Mer et fleuves, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	079	Monstres marins qui vous mouvez dans les ondes, bénissez tous le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	080	Oiseaux du ciel, bénissez tous le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	081	Bêtes fauves et troupeaux, bénissez tous le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	082	Fils des hommes, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	083	Israël, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	084	Prêtres, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	085	Serviteurs, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	086	Esprits et âmes des justes, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	087	Saints et humbles de cœur, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	088	Ananias, Azarias, Misaël, bénissez le Seigneur ; chantez-le, exaltez-le infiniment dans tous les siècles, parce qu’il nous a tirés des enfers, qu’il nous a sauvés des mains de la mort, délivrés du milieu de la fournaise en flammes, et protégés au milieu du feu.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	089	Rendez gloire ensemble au Seigneur, parce qu’il est bon, parce que sa miséricorde est éternelle.
Holy-Bible---French---French-LXX-TheoTex	027	DAN	003	090	Hommes pieux, bénissez le Seigneur, Dieu des dieux ; chantez-le et rendez-lui gloire, parce que sa miséricorde est éternelle.
Holy-Bible---French---French-Louis-Segond-1910-Bible	009	1SA	020	042	Et Jonathan dit à David: Va en paix, maintenant que nous avons juré l’un et l’autre, au nom de l’Éternel, en disant: Que l’Éternel soit à jamais entre moi et toi, entre ma postérité et ta postérité!
Holy-Bible---French---French-Louis-Segond-1910-Bible	011	1KI	022	043	Il marcha dans toute la voie d’Asa, son père, et ne s’en détourna point, faisant ce qui est droit aux yeux de l’Éternel.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	003	001	Psaume de David. A l’occasion de sa fuite devant Absalom, son fils.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	004	001	Au chef des chantres. Avec instruments à cordes. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	005	001	Au chef des chantres. Avec les flûtes. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	006	001	Au chef des chantres. Avec instruments à cordes. Sur la harpe à huit cordes. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	007	001	Complainte de David. Chantée à l’Éternel, au sujet de Cusch, Benjamite.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	008	001	Au chef des chantres. Sur la guitthith. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	009	001	Au chef des chantres. Sur “Meurs pour le fils”. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	012	001	Au chef des chantres. Sur la harpe à huit cordes. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	013	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	018	001	Au chef des chantres. Du serviteur de l’Éternel, de David, qui adressa à l’Éternel les paroles de ce cantique, lorsque l’Éternel l’eut délivré de la main de tous ses ennemis et de la main de Saül. Il dit:
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	019	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	020	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	021	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	022	001	Au chef des chantres. Sur “Biche de l’aurore”. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	030	001	Psaume. Cantique pour la dédicace de la maison. De David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	031	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	034	001	De David. Lorsqu’il contrefit l’insensé en présence d’Abimélec, et qu’il s’en alla chassé par lui.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	036	001	Au chef des chantres. Du serviteur de l’Éternel, de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	038	001	Psaume de David. Pour souvenir.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	039	001	Au chef des chantres. A Jeduthun, Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	040	001	Au chef des chantres. De David. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	041	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	042	001	Au chef des chantres. Cantique des fils de Koré.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	044	001	Au chef des chantres. Des fils de Koré. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	045	001	Au chef des chantres. Sur les lis. Des fils de Koré. Cantique. Chant d’amour.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	046	001	Au chef des chantres. Des fils de Koré. Sur alamoth. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	047	001	Au chef des chantres. Des fils de Koré. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	048	001	Cantique. Psaume des fils de Koré.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	049	001	Au chef des chantres. Des fils de Koré. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	051	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	051	002	Lorsque Nathan, le prophète, vint à lui, après que David fut allé vers Bath-Schéba.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	052	001	Au chef des chantres. Cantique de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	052	002	A l’occasion du rapport que Doëg, l’Édomite, vint faire à Saül, en lui disant: David s’est rendu dans la maison d’Achimélec.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	053	001	Au chef des chantres. Sur la flûte. Cantique de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	054	001	Au chef des chantres. Avec instruments à cordes. Cantique de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	054	002	Lorsque les Ziphiens vinrent dire à Saül: David n’est-il pas caché parmi nous?
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	055	001	Au chef des chantres. Avec instruments à cordes. Cantique de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	056	001	Au chef des chantres. Sur “Colombe des térébinthes lointains”. Hymne de David. Lorsque les Philistins le saisirent à Gath.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	057	001	Au chef des chantres. “Ne détruis pas.” Hymne de David. Lorsqu’il se réfugia dans la caverne, poursuivi par Saül.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	058	001	Au chef des chantres. “Ne détruis pas.” Hymne de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	059	001	Au chef des chantres. “Ne détruis pas.” Hymne de David. Lorsque Saül envoya cerner la maison, pour le faire mourir.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	060	001	Au chef des chantres. Sur le lis lyrique. Hymne de David, pour enseigner.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	060	002	Lorsqu’il fit la guerre aux Syriens de Mésopotamie et aux Syriens de Tsoba, et que Joab revint et battit dans la vallée du sel douze mille Édomites.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	061	001	Au chef des chantres. Sur instruments à cordes. De David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	062	001	Au chef des chantres. D’après Jeduthun. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	063	001	Psaume de David. Lorsqu’il était dans le désert de Juda.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	064	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	065	001	Au chef des chantres. Psaume de David. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	067	001	Au chef des chantres. Avec instruments à cordes. Psaume. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	068	001	Au chef des chantres. De David. Psaume. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	069	001	Au chef des chantres. Sur les lis. De David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	070	001	Au chef des chantres. De David. Pour souvenir.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	075	001	Au chef des chantres. “Ne détruis pas.” Psaume d’Asaph. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	076	001	Au chef des chantres. Avec instruments à cordes. Psaume d’Asaph. Cantique.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	077	001	Au chef des chantres. D’après Jeduthun. Psaume d’Asaph.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	080	001	Au chef des chantres. Sur les lis lyriques. D’Asaph. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	081	001	Au chef des chantres. Sur la guitthith. D’Asaph.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	083	001	Cantique. Psaume d’Asaph.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	084	001	Au chef des chantres. Sur la guitthith. Des fils de Koré. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	085	001	Au chef des chantres. Des fils de Koré. Psaume.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	088	001	Cantique. Psaume des fils de Koré. Au chef des chantres. Pour chanter sur la flûte. Cantique d’Héman, l’Ezrachite.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	089	001	Cantique d’Éthan, l’Ezrachite.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	092	001	Psaume. Cantique pour le jour du sabbat.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	102	001	Prière d’un malheureux, lorsqu’il est abattu et qu’il répand sa plainte devant l’Éternel.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	108	001	Cantique. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	140	001	Au chef des chantres. Psaume de David.
Holy-Bible---French---French-Louis-Segond-1910-Bible	019	PSA	142	001	Cantique de David. Lorsqu’il était dans la caverne. Prière.
Holy-Bible---French---French-Louis-Segond-1910-Bible	041	MAR	009	050	Le sel est une bonne chose; mais si le sel devient sans saveur, avec quoi l’assaisonnerez-vous?
Holy-Bible---French---French-Louis-Segond-1910-Bible	041	MAR	010	052	Et Jésus lui dit: Va,ta foi t’a sauvé.
Holy-Bible---French---French-Louis-Segond-1910-Bible	064	3JO	001	014	J’espère te voir bientôt, et nous parlerons de bouche à bouche.
Holy-Bible---French---French-Louis-Segond-1910-Bible	066	REV	012	018	Et il se tint sur le sable de la mer.
Holy-Bible---French---French-Martin	009	1SA	020	042	Et Jonathan dit à David : Va-t'en en paix; selon que nous avons juré tous deux au Nom de l'Eternel, en disant : L'Eternel soit entre moi et toi, et entre ma postérité et ta postérité à jamais.
Holy-Bible---French---French-Martin	011	1KI	022	043	Et il suivit entièrement la voie d'Asa son père, [et] il ne s'en détourna point, faisant tout ce qui est droit devant l'Eternel.
Holy-Bible---French---French-Martin	041	MAR	009	050	C'est une bonne chose que le sel; mais si le sel devient insipide, avec quoi lui rendra-t-on sa saveur?
Holy-Bible---French---French-Martin	041	MAR	010	052	Et Jésus lui dit : Va, ta foi t'a sauvé.
Holy-Bible---French---French-Martin	044	ACT	024	018	Et comme je m'occupais à cela, ils m'ont trouvé purifié dans le Temple, sans attroupement et sans tumulte.
Holy-Bible---French---French-Martin	064	3JO	001	014	Mais j'espère de te voir bientôt, et nous parlerons bouche à bouche.
Holy-Bible---French---French-Martin	066	REV	012	018	Et je me tins sur le sable [qui borde] la mer.
Holy-Bible---French---French-Ostervald-Bible	019	PSA	030	012	Afin que ma gloire chante ta louange, et ne se taise point.
Holy-Bible---French---French-Ostervald-Bible	019	PSA	051	001	Lorsque Nathan le prophète vint à lui, après que David fut allé vers Bath-Shéba.
Holy-Bible---French---French-Ostervald-Bible	019	PSA	052	001	Lorsque Doëg, l'Iduméen, vint avertir Saül, et lui dit que David s'était rendu dans la maison d'Achimélec.
Holy-Bible---French---French-Ostervald-Bible	019	PSA	054	001	Lorsque les Ziphiens vinrent dire à Saül: David n'est-il pas caché parmi nous?
Holy-Bible---French---French-Ostervald-Bible	019	PSA	060	001	Lorsqu'il fit la guerre avec les Syriens de Mésopotamie et avec les Syriens de Tsoba, et que Joab revint et défit douze mille Édomites dans la vallée du Sel.
Holy-Bible---French---French-Ostervald-Bible	064	3JO	001	014	Car j'espère te voir bientôt, et nous parlerons bouche à bouche. La paix soit avec toi
Holy-Bible---French---French-Ostervald-Bible	066	REV	012	018	Et je me tins debout sur le sable de la mer;
Holy-Bible---French---Geneva-Bible	041	MAR	009	050	C’eſt une bonne choſe que le ſel : mais ſi le ſel perd ſa ſaveur , dequoi lui rendra-t’on ſa ſaveur?
Holy-Bible---French---Geneva-Bible	041	MAR	010	052	Et Jeſus lui dit , Va-t’en , ta foi t’a ſauvé.
Holy-Bible---French---Geneva-Bible	044	ACT	024	018	Et comme je vaquois à cela , ils m’ont trouvé purifié au temple , non point avec troupe ni tumulte.
Holy-Bible---French---Geneva-Bible	064	3JO	001	014	mais j’eſpere de te voir en bref , nous parlerons bouche à bouche.
Holy-Bible---French---Geneva-Bible	066	REV	012	018	Et je me tins ſur le ſable de la mer.
Holy-Bible---French---Vulgate-Glaire	004	NUM	020	028	Et lorsqu’il eut dépouillé Aaron de ses vêtements il en revêtit Éléazar son fils.
Holy-Bible---French---Vulgate-Glaire	006	JOS	004	023	Le Seigneur votre Dieu ayant séché les eaux en votre présence jusqu’à ce que vous eussiez passé,
Holy-Bible---French---Vulgate-Glaire	006	JOS	005	014	Il répondit : Nullement, mais je suis le prince de l’armée du Seigneur, et maintenant je viens.
Holy-Bible---French---Vulgate-Glaire	007	JDG	005	031	Ainsi périssent tous vos ennemis. Seigneur ! mais que ceux qui vous aiment, brillent, comme le soleil resplendit à son lever.
Holy-Bible---French---Vulgate-Glaire	009	1SA	020	042	Jonathas donc dit à David : Va en paix ; tout ce que nous avons juré tous deux, au nom du Seigneur, disant : Que le Seigneur soit entre moi et toi, et entre ma postérité et ta postérité pour toujours…
Holy-Bible---French---Vulgate-Glaire	011	1KI	022	043	Et il marcha dans toute la voie d’Aza son père, et il ne s’en détourna point, et il fit ce qui était droit en la présence du Seigneur.
Holy-Bible---French---Vulgate-Glaire	017	EST	010	004	Et Mardochée dit : C’est par Dieu qu’ont été faites ces choses.
Holy-Bible---French---Vulgate-Glaire	017	EST	010	005	Je me souviens d’un songe que j’ai vu, et qui marquait ces mêmes choses, et rien de ces choses n’a été vain.
