# File Name: RAWCHECK.txt
# File Size: 4696076     
# File Date: 08/31/2026 07:39:05
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---English---Douay-Rheims-1899	018	JOB	042	016	MODIFY	And Job lived after these things, a hundred and forty years, and he saw his children, and his children’s children, unto the fourth generation,	And Job lived after these things, a hundred and forty years, and he saw his children, and his children’s children, unto the fourth generation, and he died an old man, and full of days.
Holy-Bible---English---Douay-Rheims-1899	018	JOB	042	017	ADD	and he died an old man, and full of days.	
Holy-Bible---English---Douay-Rheims-1899	019	PSA	004	009	MODIFY	In peace in the selfsame I will sleep, and I will rest: For thou, O Lord, singularly hast settled me in hope.	In peace in the selfsame I will sleep, and I will rest:
Holy-Bible---English---Douay-Rheims-1899	019	PSA	004	010	DELETE	For thou, O Lord, singularly hast settled me in hope.	
Holy-Bible---English---Douay-Rheims-1899	019	PSA	019	009	MODIFY	They are bound, and have fallen; but we are risen, and are set upright.	They are bound, and have fallen; but we are risen, and are set upright. O Lord, save the king: and hear us in the day that we shall call upon thee.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	019	010	ADD	O Lord, save the king: and hear us in the day that we shall call upon thee.	
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	022	MODIFY	Shall not God search out these things: for he knoweth the secrets of the heart.	Shall not God search out these things: for he knoweth the secrets of the heart. Because for thy sake we are killed all the day long: we are counted as sheep for the slaughter.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	023	MODIFY	Because for thy sake we are killed all the day long: we are counted as sheep for the slaughter.	Arise, why sleepest thou, O Lord? arise, and cast us not off to the end.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	024	MODIFY	Arise, why sleepest thou, O Lord? arise, and cast us not off to the end.	Why turnest thou face away? and forgettest our want and our trouble?
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	025	MODIFY	Why turnest thou face away? and forgettest our want and our trouble?	For our soul is humbled down to the dust: our belly cleaveth to the earth.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	026	MODIFY	For our soul is humbled down to the dust: our belly cleaveth to the earth.	Arise, O Lord, help us and redeem us for thy name’s sake.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	043	027	ADD	Arise, O Lord, help us and redeem us for thy name’s sake.	
Holy-Bible---English---Douay-Rheims-1899	019	PSA	055	011	MODIFY	In God will I praise the word, in the Lord will I praise his speech.	In God will I praise the word, in the Lord will I praise his speech. In God have I hoped, I will not fear what man can do to me.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	055	012	MODIFY	In God have I hoped, I will not fear what man can do to me.	In me, O God, are vows to thee, which I will pay, praises to thee:
Holy-Bible---English---Douay-Rheims-1899	019	PSA	055	013	MODIFY	In me, O God, are vows to thee, which I will pay, praises to thee:	Because thou hast delivered my soul from death, my feet from falling: that I may please in the sight of God, in the light of the living.
Holy-Bible---English---Douay-Rheims-1899	019	PSA	055	014	ADD	Because thou hast delivered my soul from death, my feet from falling: that I may please in the sight of God, in the light of the living.	
Holy-Bible---English---Douay-Rheims-1899	023	ISA	046	011	MODIFY	Who call a bird from the east, and from a far country the man of my own will, and I have spoken, and will bring it to pass: I have created, and I will do it.	Who call a bird from the east, and from a far country the man of my own will, and I have spoken, and will bring it to pass: I have created, and I will do it. Hear me, O ye hardhearted, who are far from justice.
Holy-Bible---English---Douay-Rheims-1899	023	ISA	046	012	MODIFY	Hear me, O ye hardhearted, who are far from justice.	I have brought my justice near, it shall not be afar off: and my salvation shall not tarry. I will give salvation in Sion, and my glory in Israel.
Holy-Bible---English---Douay-Rheims-1899	023	ISA	046	013	ADD	I have brought my justice near, it shall not be afar off: and my salvation shall not tarry. I will give salvation in Sion, and my glory in Israel.	
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	004	MODIFY	Now Jeremias walked freely in the midst of the people: for they had not as yet cast him into prison.	Now Jeremias walked freely in the midst of the people: for they had not as yet cast him into prison. And the army of Pharao was come out of Egypt: and the Chaldeans that besieged Jerusalem, hearing these tidings, departed from Jerusalem.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	005	MODIFY	And the army of Pharao was come out of Egypt: and the Chaldeans that besieged Jerusalem, hearing these tidings, departed from Jerusalem.	And the word of the Lord came to Jeremias the prophet, saying:
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	006	MODIFY	And the word of the Lord came to Jeremias the prophet, saying:	Thus saith the Lord the God of Israel: Thus shall you say to the king of Juda, who sent you to inquire of me: Behold the army of Pharao, which is come forth to help you, shall return into their own land, into Egypt.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	007	MODIFY	Thus saith the Lord the God of Israel: Thus shall you say to the king of Juda, who sent you to inquire of me: Behold the army of Pharao, which is come forth to help you, shall return into their own land, into Egypt.	And the Chaldeans shall come again, and fight against this city, and take it, and burn it with fire.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	008	MODIFY	And the Chaldeans shall come again, and fight against this city, and take it, and burn it with fire.	Thus saith the Lord: Deceive not your souls, saying: The Chaldeans shall surely depart and go away from us: for they shall not go away;
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	009	MODIFY	Thus saith the Lord: Deceive not your souls, saying: The Chaldeans shall surely depart and go away from us: for they shall not go away;	But if you should even beat all the army of the Chaldeans that fight against you, and there should be left of them some wounded men: they shall rise up, every man from his tent, and burn this city with Are.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	010	MODIFY	But if you should even beat all the army of the Chaldeans that fight against you, and there should be left of them some wounded men: they shall rise up, every man from his tent, and burn this city with Are.	Now when the army of the Chaldeans was gone away from Jerusalem, because of Pharao’s army,
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	011	MODIFY	Now when the army of the Chaldeans was gone away from Jerusalem, because of Pharao’s army,	Jeremias went forth out of Jerusalem to go into the land of Benjamin: and to divide a possession there in the presence of the citizens.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	012	MODIFY	Jeremias went forth out of Jerusalem to go into the land of Benjamin: and to divide a possession there in the presence of the citizens.	And when he was come to the gate of Benjamin, the captain of the gate, who I was there in his turn, was one named Jerias, the son of Selemias, the son of Hananias: and he took hold of Jeremias the prophet, saying: Thou art fleeing to the Chaldeans.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	013	MODIFY	And when he was come to the gate of Benjamin, the captain of the gate, who I was there in his turn, was one named Jerias, the son of Selemias, the son of Hananias: and he took hold of Jeremias the prophet, saying: Thou art fleeing to the Chaldeans.	And Jeremias answered: It is not so, I am not fleeing to the Chaldeans. But he hearkened not to him: so Jerias took Jeremias and brought him to the princes.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	014	MODIFY	And Jeremias answered: It is not so, I am not fleeing to the Chaldeans. But he hearkened not to him: so Jerias took Jeremias and brought him to the princes.	Wherefore the princes were angry with Jeremias, and they beat him, and cast him into the prison that was in the house of Jonathan the scribe: for he was chief over the prison.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	015	MODIFY	Wherefore the princes were angry with Jeremias, and they beat him, and cast him into the prison that was in the house of Jonathan the scribe: for he was chief over the prison.	So Jeremias went into the house of the prison, and into the dungeon: and Jeremias remained there many days.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	016	MODIFY	So Jeremias went into the house of the prison, and into the dungeon: and Jeremias remained there many days.	Then Sedecias the king, sending, took him: and asked him secretly in his house, and said: Is there, thinkest thou, any word from the Lord? And Jeremias said: There is. And he said: Thou shalt be delivered into the hands of the king of Babylon.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	017	MODIFY	Then Sedecias the king, sending, took him: and asked him secretly in his house, and said: Is there, thinkest thou, any word from the Lord? And Jeremias said: There is. And he said: Thou shalt be delivered into the hands of the king of Babylon.	And Jeremias said to king Sedecias: In what have I offended against thee, or thy servants, or thy people, that thou hast cast me into prison?
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	018	MODIFY	And Jeremias said to king Sedecias: In what have I offended against thee, or thy servants, or thy people, that thou hast cast me into prison?	Where are your prophets that prophesied to you, and said: The king of Babylon shall not come against you, and against this land?
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	019	MODIFY	Where are your prophets that prophesied to you, and said: The king of Babylon shall not come against you, and against this land?	Now therefore hear, I beseech thee, my lord the king: let my petition be accepted in thy sight: and send me not back into the house of Jonathan the scribe, lest I die there.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	020	MODIFY	Now therefore hear, I beseech thee, my lord the king: let my petition be accepted in thy sight: and send me not back into the house of Jonathan the scribe, lest I die there.	Then king Sedecias commanded that Jeremias should be committed into the entry of the prison: and that they should give him daily a piece of bread, beside broth, till all the bread in the city were spent: and Jeremias remained in the entry of the prison.
Holy-Bible---English---Douay-Rheims-1899	024	JER	037	021	ADD	Then king Sedecias commanded that Jeremias should be committed into the entry of the prison: and that they should give him daily a piece of bread, beside broth, till all the bread in the city were spent: and Jeremias remained in the entry of the prison.	
Holy-Bible---English---Douay-Rheims-1899	026	EZE	002	009	MODIFY	And I looked, and behold, a hand was sent to me, wherein was a book rolled up:	And I looked, and behold, a hand was sent to me, wherein was a book rolled up: and he spread it before me, and it was written within and without: and there were written in it lamentations, and canticles, and woe.
Holy-Bible---English---Douay-Rheims-1899	026	EZE	002	010	ADD	and he spread it before me, and it was written within and without: and there were written in it lamentations, and canticles, and woe.	
Holy-Bible---English---Douay-Rheims-1899	033	MIC	005	011	MODIFY	And I will destroy the cities of thy land, and will throw down all thy strong holds,	And I will destroy the cities of thy land, and will throw down all thy strong holds, and I will take away sorceries out of thy hand, and there shall be no divinations in thee.
Holy-Bible---English---Douay-Rheims-1899	033	MIC	005	012	MODIFY	and I will take away sorceries out of thy hand, and there shall be no divinations in thee.	And I will destroy thy graven things, and thy statues out of the midst of thee: and thou shalt no more adore the works of thy hands.
Holy-Bible---English---Douay-Rheims-1899	033	MIC	005	013	MODIFY	And I will destroy thy graven things, and thy statues out of the midst of thee: and thou shalt no more adore the works of thy hands.	And I will pluck up thy groves out of the midst of thee: and will crush thy cities.
Holy-Bible---English---Douay-Rheims-1899	033	MIC	005	014	MODIFY	And I will pluck up thy groves out of the midst of thee: and will crush thy cities.	And I will execute vengeance in wrath and in indignation among all the nations that have not given ear.
Holy-Bible---English---Douay-Rheims-1899	033	MIC	005	015	ADD	And I will execute vengeance in wrath and in indignation among all the nations that have not given ear.	
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	014	MODIFY	And when he was come to the multitude, there came to him a man falling down on his knees before him, saying:	And when he was come to the multitude, there came to him a man falling down on his knees before him, saying: Lord, have pity on my son, for he is a lunatic, and suffereth much: for he falleth often into the fire, and often into the water.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	015	MODIFY	Lord, have pity on my son, for he is a lunatic, and suffereth much: for he falleth often into the fire, and often into the water.	And I brought him to thy disciples, and they could not cure him.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	016	MODIFY	And I brought him to thy disciples, and they could not cure him.	Then Jesus answered and said: O unbelieving and perverse generation, how long shall I be with you? How long shall I suffer you? bring him hither to me.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	017	MODIFY	Then Jesus answered and said: O unbelieving and perverse generation, how long shall I be with you? How long shall I suffer you? bring him hither to me.	And Jesus rebuked him, and the devil went out of him, and the child was cured from that hour.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	018	MODIFY	And Jesus rebuked him, and the devil went out of him, and the child was cured from that hour.	Then came the disciples to Jesus secretly, and said: Why could not we cast him out?
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	019	MODIFY	Then came the disciples to Jesus secretly, and said: Why could not we cast him out?	Jesus said to them: Because of your unbelief. For, amen I say to you, if you have faith as a grain of mustard seed, you shall say to this mountain, Remove from hence hither, and it shall remove; and nothing shall be impossible to you.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	020	MODIFY	Jesus said to them: Because of your unbelief. For, amen I say to you, if you have faith as a grain of mustard seed, you shall say to this mountain, Remove from hence hither, and it shall remove; and nothing shall be impossible to you.	But this kind is not cast out but by prayer and fasting.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	021	MODIFY	But this kind is not cast out but by prayer and fasting.	And when they abode together in Galilee, Jesus said to them: The Son of man shall be betrayed into the hands of men:
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	022	MODIFY	And when they abode together in Galilee, Jesus said to them: The Son of man shall be betrayed into the hands of men:	And they shall kill him, and the third day he shall rise again. And they were troubled exceedingly.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	023	MODIFY	And they shall kill him, and the third day he shall rise again. And they were troubled exceedingly.	And when they were come to Capharnaum, they that received the didrachmas, came to Peter and said to him: Doth not your master pay the didrachmas?
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	024	MODIFY	And when they were come to Capharnaum, they that received the didrachmas, came to Peter and said to him: Doth not your master pay the didrachmas?	He said: Yes. And when he was come into the house, Jesus prevented him, saying: What is thy opinion, Simon? The kings of the earth, of whom do they receive tribute or custom? of their own children, or of strangers?
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	025	MODIFY	He said: Yes. And when he was come into the house, Jesus prevented him, saying: What is thy opinion, Simon? The kings of the earth, of whom do they receive tribute or custom? of their own children, or of strangers?	And he said: Of strangers. Jesus said to him: Then the children are free.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	026	MODIFY	And he said: Of strangers. Jesus said to him: Then the children are free.	But that we may not scandalize them, go to the sea, and cast in a hook: and that fish which shall first come up, take: and when thou hast opened its mouth, thou shalt find a stater: take that, and give it to them for me and thee.
Holy-Bible---English---Douay-Rheims-1899	040	MAT	017	027	ADD	But that we may not scandalize them, go to the sea, and cast in a hook: and that fish which shall first come up, take: and when thou hast opened its mouth, thou shalt find a stater: take that, and give it to them for me and thee.	
Holy-Bible---English---Douay-Rheims-1899	041	MAR	004	040	MODIFY	And he said to them: Why are you fearful? have you not faith yet?	And he said to them: Why are you fearful? have you not faith yet? And they feared exceedingly: and they said one to another: Who is this (thinkest thou) that both wind and sea obey him?
Holy-Bible---English---Douay-Rheims-1899	041	MAR	004	041	ADD	And they feared exceedingly: and they said one to another: Who is this (thinkest thou) that both wind and sea obey him?	
Holy-Bible---English---Douay-Rheims-1899	042	LUK	001	032	MODIFY	He shall be great, and shall be called the Son of the most High; and the Lord God shall give unto him the throne of David his father;	He shall be great, and shall be called the Son of the most High; and the Lord God shall give unto him the throne of David his father; and he shall reign in the house of Jacob for ever.
Holy-Bible---English---Douay-Rheims-1899	042	LUK	001	033	MODIFY	and he shall reign in the house of Jacob for ever.  And of his kingdom there shall be no end.	And of his kingdom there shall be no end.
Holy-Bible---English---Douay-Rheims-1899	042	LUK	016	022	MODIFY	And it came to pass, that the beggar died, and was carried by the angels into Abraham’s bosom. And the rich man also died: and he was buried,	And it came to pass, that the beggar died, and was carried by the angels into Abraham’s bosom. And the rich man also died: and he was buried in hell.
Holy-Bible---English---Douay-Rheims-1899	042	LUK	016	023	MODIFY	in hell.  And lifting up his eyes when he was in torments, he saw Abraham afar off, and Lazarus in his bosom:	And lifting up his eyes when he was in torments, he saw Abraham afar off, and Lazarus in his bosom:
Holy-Bible---English---Douay-Rheims-1899	043	JOH	004	013	MODIFY	Jesus answered, and said to her: Whosoever drinketh of this water, shall thirst again;	Jesus answered, and said to her: Whosoever drinketh of this water, shall thirst again; but he that shall drink of the water that I will give him, shall not thirst for ever:
Holy-Bible---English---Douay-Rheims-1899	043	JOH	004	014	MODIFY	but he that shall drink of the water that I will give him, shall not thirst for ever: But the water that I will give him, shall become in him a fountain of water, springing up into life everlasting.	But the water that I will give him, shall become in him a fountain of water, springing up into life everlasting.
Holy-Bible---English---Douay-Rheims-1899	043	JOH	012	024	MODIFY	Amen, amen I say to you, unless the grain of wheat falling into the ground die, itself remaineth alone. But if it die, it bringeth forth much fruit.	Amen, amen I say to you, unless the grain of wheat falling into the ground die,
Holy-Bible---English---Douay-Rheims-1899	043	JOH	012	025	MODIFY	He that loveth his life shall lose it; and he that hateth his life in this world, keepeth it unto life eternal.	Itself remaineth alone. But if it die, it bringeth forth much fruit. He that loveth his life shall lose it; and he that hateth his life in this world, keepeth it unto life eternal.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	055	MODIFY	But he, being full of the Holy Ghost, looking up steadfastly to heaven, saw the glory of God, and Jesus standing on the right hand of God.	But he, being full of the Holy Ghost, looking up steadfastly to heaven, saw the glory of God, and Jesus standing on the right hand of God. And he said: Behold, I see the heavens opened, and the Son of man standing on the right hand of God.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	056	MODIFY	And he said: Behold, I see the heavens opened, and the Son of man standing on the right hand of God.	And they crying out with a loud voice, stopped their ears, and with one accord ran violently upon him.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	057	MODIFY	And they crying out with a loud voice, stopped their ears, and with one accord ran violently upon him.	And casting him forth without the city, they stoned him; and the witnesses laid down their garments at the feet of a young man, whose name was Saul.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	058	MODIFY	And casting him forth without the city, they stoned him; and the witnesses laid down their garments at the feet of a young man, whose name was Saul.	And they stoned Stephen, invoking, and saying: Lord Jesus, receive my spirit.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	059	MODIFY	And they stoned Stephen, invoking, and saying: Lord Jesus, receive my spirit.	And falling on his knees, he cried with a loud voice, saying: Lord, lay not this sin to their charge. And when he had said this, he fell asleep in the Lord. And Saul was consenting to his death.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	007	060	ADD	And falling on his knees, he cried with a loud voice, saying: Lord, lay not this sin to their charge. And when he had said this, he fell asleep in the Lord.	
Holy-Bible---English---Douay-Rheims-1899	044	ACT	008	001	MODIFY	And Saul was consenting to his death.  And at that time there was raised a great persecution against the church which was at Jerusalem; and they were all dispersed through the countries of Judea, and Samaria, except the apostles.	And at that time there was raised a great persecution against the church which was at Jerusalem; and they were all dispersed through the countries of Judea, and Samaria, except the apostles.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	006	MODIFY	They understanding it, fled to Lystra, and Derbe, cities of Lycaonia, and to the whole country round about,	They understanding it, fled to Lystra, and Derbe, cities of Lycaonia, and to the whole country round about, and were there preaching the gospel.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	007	MODIFY	and were there preaching the gospel.	And there sat a certain man at Lystra, impotent in his feet, a cripple from his mother’s womb, who never had walked.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	008	MODIFY	And there sat a certain man at Lystra, impotent in his feet, a cripple from his mother’s womb, who never had walked.	This same heard Paul speaking. Who looking upon him, and seeing that he had faith to be healed,
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	009	MODIFY	This same heard Paul speaking. Who looking upon him, and seeing that he had faith to be healed,	Said with a loud voice: Stand upright on thy feet. And he leaped up, and walked.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	010	MODIFY	Said with a loud voice: Stand upright on thy feet. And he leaped up, and walked.	And when the multitudes had seen what Paul had done, they lifted up their voice in the Lycaonian tongue, saying: The gods are come down to us in the likeness of men;
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	011	MODIFY	And when the multitudes had seen what Paul had done, they lifted up their voice in the Lycaonian tongue, saying: The gods are come down to us in the likeness of men;	And they called Barnabas, Jupiter: but Paul, Mercury; because he was chief speaker.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	012	MODIFY	And they called Barnabas, Jupiter: but Paul, Mercury; because he was chief speaker.	The priest also of Jupiter that was before the city, bringing oxen and garlands before the gate, would have offered sacrifice with the people.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	013	MODIFY	The priest also of Jupiter that was before the city, bringing oxen and garlands before the gate, would have offered sacrifice with the people.	Which, when the apostles Barnabas and Paul had heard, rending their clothes, they leaped out among the people, crying,
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	014	MODIFY	Which, when the apostles Barnabas and Paul had heard, rending their clothes, they leaped out among the people, crying,	And saying: Ye men, why do ye these things? We also are mortals, men like unto you, preaching to you to be converted from these vain things, to the living God, who made the heaven, and the earth, and the sea, and all things that are in them:
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	015	MODIFY	And saying: Ye men, why do ye these things? We also are mortals, men like unto you, preaching to you to be converted from these vain things, to the living God, who made the heaven, and the earth, and the sea, and all things that are in them:	Who in times past suffered all nations to walk in their own ways.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	016	MODIFY	Who in times past suffered all nations to walk in their own ways.	Nevertheless he left not himself without testimony, doing good from heaven, giving rains and fruitful seasons, filling our hearts with food and gladness.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	017	MODIFY	Nevertheless he left not himself without testimony, doing good from heaven, giving rains and fruitful seasons, filling our hearts with food and gladness.	And speaking these things, they scarce restrained the people from sacrificing to them.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	018	MODIFY	And speaking these things, they scarce restrained the people from sacrificing to them.	Now there came thither certain Jews from Antioch, and Iconium: and persuading the multitude, and stoning Paul, drew him out of the city, thinking him to be dead.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	019	MODIFY	Now there came thither certain Jews from Antioch, and Iconium: and persuading the multitude, and stoning Paul, drew him out of the city, thinking him to be dead.	But as the disciples stood round about him, he rose up and entered into the city, and the next day he departed with Barnabas to Derbe.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	020	MODIFY	But as the disciples stood round about him, he rose up and entered into the city, and the next day he departed with Barnabas to Derbe.	And when they had preached the gospel to that city, and had taught many, they returned again to Lystra, and to Iconium, and to Antioch:
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	021	MODIFY	And when they had preached the gospel to that city, and had taught many, they returned again to Lystra, and to Iconium, and to Antioch:	Confirming the souls of the disciples, and exhorting them to continue in the faith: and that through many tribulations we must enter into the kingdom of God.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	022	MODIFY	Confirming the souls of the disciples, and exhorting them to continue in the faith: and that through many tribulations we must enter into the kingdom of God.	And when they had ordained to them priests in every church, and had prayed with fasting, they commended them to the Lord, in whom they believed.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	023	MODIFY	And when they had ordained to them priests in every church, and had prayed with fasting, they commended them to the Lord, in whom they believed.	And passing through Pisidia, they came into Pamphylia.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	024	MODIFY	And passing through Pisidia, they came into Pamphylia.	And having spoken the word of the Lord in Perge, they went down into Attalia:
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	025	MODIFY	And having spoken the word of the Lord in Perge, they went down into Attalia:	And thence they sailed to Antioch, from whence they had been delivered to the grace of God, unto the work which they accomplished.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	026	MODIFY	And thence they sailed to Antioch, from whence they had been delivered to the grace of God, unto the work which they accomplished.	And when they were come, and had assembled the church, they related what great things God had done with them, and how he had opened the door of faith to the Gentiles.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	027	MODIFY	And when they were come, and had assembled the church, they related what great things God had done with them, and how he had opened the door of faith to the Gentiles.	And they abode no small time with the disciples.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	014	028	ADD	And they abode no small time with the disciples.	
Holy-Bible---English---Douay-Rheims-1899	044	ACT	019	040	MODIFY	For we are even in danger to be called in question for this day’s uproar, there being no man guilty (of whom we may give account) of this concourse.	For we are even in danger to be called in question for this day’s uproar, there being no man guilty (of whom we may give account) of this concourse. And when he had said these things, he dismissed the assembly.
Holy-Bible---English---Douay-Rheims-1899	044	ACT	019	041	ADD	And when he had said these things, he dismissed the assembly.	
Holy-Bible---English---Douay-Rheims-1899	047	2CO	013	012	MODIFY	Salute one another with a holy kiss.	Salute one another with a holy kiss. All the saints salute you.
Holy-Bible---English---Douay-Rheims-1899	047	2CO	013	013	MODIFY	All the saints salute you.	The grace of our Lord Jesus Christ, and the charity of God, and the communication of the Holy Ghost be with you all. Amen.
Holy-Bible---English---Douay-Rheims-1899	047	2CO	013	014	ADD	The grace of our Lord Jesus Christ, and the charity of God, and the communication of the Holy Ghost be with you all. Amen.	
Holy-Bible---English---Douay-Rheims-1899	048	GAL	006	007	MODIFY	Be not deceived, God is not mocked.  For what things a man shall sow, those also shall he reap.	Be not deceived, God is not mocked.
Holy-Bible---English---Douay-Rheims-1899	048	GAL	006	008	MODIFY	For he that soweth in his flesh, of the flesh also shall reap corruption. But he that soweth in the spirit, of the spirit shall reap life everlasting.	For what things a man shall sow, those also shall he reap. For he that soweth in his flesh, of the flesh also shall reap corruption. But he that soweth in the spirit, of the spirit shall reap life everlasting.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	011	MODIFY	And that you use your endeavour to be quiet, and that you do your own business, and work with your own hands, as we commanded you:	And that you use your endeavour to be quiet, and that you do your own business, and work with your own hands, as we commanded you: and that you walk honestly towards them that are without; and that you want nothing of any man’s.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	012	MODIFY	and that you walk honestly towards them that are without; and that you want nothing of any man’s.	And we will not have you ignorant, brethren, concerning them that are asleep, that you be not sorrowful, even as others who have no hope.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	013	MODIFY	And we will not have you ignorant, brethren, concerning them that are asleep, that you be not sorrowful, even as others who have no hope.	For if we believe that Jesus died, and rose again; even so them who have slept through Jesus, will God bring with him.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	014	MODIFY	For if we believe that Jesus died, and rose again; even so them who have slept through Jesus, will God bring with him.	For this we say unto you in the word of the Lord, that we who are alive, who remain unto the coming of the Lord, shall not prevent them who have slept.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	015	MODIFY	For this we say unto you in the word of the Lord, that we who are alive, who remain unto the coming of the Lord, shall not prevent them who have slept.	For the Lord himself shall come down from heaven with commandment, and with the voice of an archangel, and with the trumpet of God: and the dead who are in Christ, shall rise first.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	016	MODIFY	For the Lord himself shall come down from heaven with commandment, and with the voice of an archangel, and with the trumpet of God: and the dead who are in Christ, shall rise first.	Then we who are alive, who are left, shall be taken up together with them in the clouds to meet Christ, into the air, and so shall we be always with the Lord.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	017	MODIFY	Then we who are alive, who are left, shall be taken up together with them in the clouds to meet Christ, into the air, and so shall we be always with the Lord.	Wherefore, comfort ye one another with these words.
Holy-Bible---English---Douay-Rheims-1899	052	1TH	004	018	ADD	Wherefore, comfort ye one another with these words.	
Holy-Bible---English---Douay-Rheims-1899	053	2TH	002	010	MODIFY	And in all seduction of iniquity to them that perish; because they receive not the love of the truth, that they might be saved.	And in all seduction of iniquity to them that perish; because they receive not the love of the truth, that they might be saved. Therefore God shall send them the operation of error, to believe lying:
Holy-Bible---English---Douay-Rheims-1899	053	2TH	002	011	MODIFY	Therefore God shall send them the operation of error, to believe lying:	That all may be judged who have not believed the truth, but have consented to iniquity.
